feature	score	direction	p_value	q_value	n_permutations	at_permutation_floor
PF00892	0.8880803389082578	meat	0.0116998830011699	0.9990259899418422	100000	False
ENOG410XSU2	0.8643759518162543	dairy	0.0117498825011749	0.9990259899418422	100000	False
P_LP.594	0.8552091035591146	meat	0.0125198748012519	0.9999377188118148	100000	False
COG1539	0.8802040592048366	meat	0.0129598704012959	0.9990259899418422	100000	False
PF00478	0.8741537524050218	meat	0.0130598694013059	0.9990259899418422	100000	False
ENOG410ZYD6	0.8861003469791803	meat	0.0131698683013169	0.9990259899418422	100000	False
PF11307	0.864407374719942	dairy	0.0132998670013299	0.9990259899418422	100000	False
ENOG410XNZD	0.8330094739534296	dairy	0.0134598654013459	0.9990259899418422	100000	False
COG1765	0.9059696535698156	meat	0.0136498635013649	0.9990259899418422	100000	False
PF07568	0.895749489787968	meat	0.0136998630013699	0.9990259899418422	100000	False
K03502	0.8677018758046631	meat	0.0139898601013989	0.9990259899418422	100000	False
P_AQ.1362	0.8624835183614318	meat	0.0140798592014079	0.9999377188118148	100000	False
ENOG410Z78F	0.8345601624226099	dairy	0.0141398586014139	0.9990259899418422	100000	False
ENOG410YC3V	0.8574531605498725	dairy	0.0143098569014309	0.9990259899418422	100000	False
COG4299	0.8713007622487905	dairy	0.0143298567014329	0.9990259899418422	100000	False
COG0322	0.8866826719738989	meat	0.0144798552014479	0.9990259899418422	100000	False
PF00591	0.8612151588310246	meat	0.0146098539014609	0.9990259899418422	100000	False
ENOG410Y1MD	0.8544577976899177	dairy	0.0150598494015059	0.9990259899418422	100000	False
PF02153	0.8756548283693338	meat	0.0153598464015359	0.9990259899418422	100000	False
K00997	0.8814539970553064	meat	0.0155198448015519	0.9990259899418422	100000	False
PF09754	0.8801960666547683	meat	0.0155298447015529	0.9990259899418422	100000	False
N_AQ.1072	0.8364095356848864	dairy	0.0156198438015619	0.9999377188118148	100000	False
K12132	0.8726891926460667	meat	0.0161598384016159	0.9990259899418422	100000	False
COG0473	0.870995819577192	meat	0.0162298377016229	0.9990259899418422	100000	False
ENOG410XUCI	0.8829856115963013	meat	0.0163198368016319	0.9990259899418422	100000	False
PF02583	0.8707721631336885	meat	0.0163298367016329	0.9990259899418422	100000	False
PF09508	0.8767802559762616	meat	0.0166398336016639	0.9990259899418422	100000	False
ENOG4111SU2	0.8482946721451357	dairy	0.0167998320016799	0.9990259899418422	100000	False
ENOG410ZZUN	0.8447569049937602	dairy	0.0168598314016859	0.9990259899418422	100000	False
COG0626	0.8709662525771317	meat	0.0169798302016979	0.9990259899418422	100000	False
ENOG4111FJG	0.8460904785478423	dairy	0.0170198298017019	0.9990259899418422	100000	False
ENOG4111JC0	0.852920769853013	dairy	0.0171698283017169	0.9990259899418422	100000	False
COG2135	0.8631501147397185	meat	0.0172298277017229	0.9990259899418422	100000	False
PF04997	0.8668866265015	meat	0.0174398256017439	0.9990259899418422	100000	False
ENOG4111GW7	0.877546515614739	meat	0.0175098249017509	0.9990259899418422	100000	False
ENOG410XPTE	0.8884586811847164	meat	0.0180298197018029	0.9990259899418422	100000	False
COG0424	0.8709703806501791	meat	0.0181498185018149	0.9990259899418422	100000	False
K02075	0.8844824652352444	meat	0.0185098149018509	0.9990259899418422	100000	False
K00836	0.8483547079725423	meat	0.0186898131018689	0.9990259899418422	100000	False
PF16933	0.8682829494968757	meat	0.0189898101018989	0.9990259899418422	100000	False
ENOG4112AYX	0.8377586100816059	dairy	0.0189998100018999	0.9990259899418422	100000	False
COG1799	0.8709774326395513	meat	0.0190598094019059	0.9990259899418422	100000	False
COG1354	0.8578823054798352	meat	0.0191098089019109	0.9990259899418422	100000	False
K05807	0.8436836732350718	dairy	0.0191198088019119	0.9990259899418422	100000	False
P_AQ.1733	0.8834812395464341	meat	0.0191298087019129	0.9999377188118148	100000	False
ENOG4111HPT	0.8744877892446692	meat	0.0194498055019449	0.9990259899418422	100000	False
K01760	0.8675725050903982	meat	0.0195198048019519	0.9990259899418422	100000	False
PF16364	0.8713551163484221	meat	0.0195498045019549	0.9990259899418422	100000	False
COG0765	0.8730226355713756	meat	0.0195898041019589	0.9990259899418422	100000	False
ENOG41121NJ	0.878441663817868	meat	0.0196098039019609	0.9990259899418422	100000	False
K07090	0.8588858686737896	meat	0.0196098039019609	0.9990259899418422	100000	False
COG1702	0.8813451942112227	meat	0.0196198038019619	0.9990259899418422	100000	False
K09118	0.8624144705373944	meat	0.0196898031019689	0.9990259899418422	100000	False
COG3764	0.867149942171685	meat	0.0197098029019709	0.9990259899418422	100000	False
N_AQ.1217	0.8402557022294663	meat	0.0197298027019729	0.9999377188118148	100000	False
N_AQ.614	0.8292156336031167	dairy	0.0197498025019749	0.9999377188118148	100000	False
K12112	0.8646728445778746	meat	0.0198398016019839	0.9990259899418422	100000	False
PF20041	0.8281685207462475	dairy	0.0198498015019849	0.9990259899418422	100000	False
PF01985	0.875496008500108	meat	0.0198998010019899	0.9990259899418422	100000	False
PF01027	0.890565021927601	meat	0.0199398006019939	0.9990259899418422	100000	False
PF07730	0.881416514403074	meat	0.0199598004019959	0.9990259899418422	100000	False
PF12282	0.8668441344105108	meat	0.0203797962020379	0.9990259899418422	100000	False
ENOG410XR5T	0.8301819133269104	dairy	0.0204597954020459	0.9990259899418422	100000	False
COG0041	0.8445790608587339	meat	0.0205997940020599	0.9990259899418422	100000	False
ENOG410Y926	0.8312958380533073	dairy	0.0206397936020639	0.9990259899418422	100000	False
COG0656	0.8672445387671265	meat	0.0206897931020689	0.9990259899418422	100000	False
PF17844	0.8714909579566724	meat	0.0210797892021079	0.9990259899418422	100000	False
ENOG410XS1S	0.871318416014091	meat	0.0213197868021319	0.9990259899418422	100000	False
ENOG410XR7P	0.8379298049952784	dairy	0.0213297867021329	0.9990259899418422	100000	False
COG0667	0.8585509105211132	meat	0.0215097849021509	0.9990259899418422	100000	False
COG0669	0.8514514568222047	meat	0.0217597824021759	0.9990259899418422	100000	False
ENOG4111QDA	0.8549632271682032	meat	0.0217697823021769	0.9990259899418422	100000	False
ENOG4111S67	0.838069018866499	dairy	0.0219297807021929	0.9990259899418422	100000	False
COG1597	0.8760757175160852	meat	0.0219397806021939	0.9990259899418422	100000	False
PF12437	0.8225335567991735	dairy	0.0219997800021999	0.9990259899418422	100000	False
N_AQ.275	0.8653773158358629	meat	0.0220997790022099	0.9999377188118148	100000	False
COG0538	0.8415614708088698	meat	0.0222097779022209	0.9990259899418422	100000	False
ENOG410ZF8H	0.8351159033904958	dairy	0.0225397746022539	0.9990259899418422	100000	False
ENOG410XNZF	0.8555232969885872	meat	0.0226397736022639	0.9990259899418422	100000	False
COG0670	0.8802713800861871	meat	0.0226997730022699	0.9990259899418422	100000	False
ENOG410XQ9B	0.8202804922075009	dairy	0.0227097729022709	0.9990259899418422	100000	False
COG2022	0.8511697794638099	meat	0.0227097729022709	0.9990259899418422	100000	False
K16053	0.8576986110896286	dairy	0.0227397726022739	0.9990259899418422	100000	False
ENOG410ZTS5	0.833659117444398	dairy	0.0228197718022819	0.9990259899418422	100000	False
PF10566	0.8411497873297838	dairy	0.0229297707022929	0.9990259899418422	100000	False
COG0762	0.8649442361493179	meat	0.0229597704022959	0.9990259899418422	100000	False
COG0806	0.8650624772971767	meat	0.0230797692023079	0.9990259899418422	100000	False
ENOG41127S9	0.859993481550753	meat	0.0231397686023139	0.9990259899418422	100000	False
PF11238	0.8739920636000645	meat	0.0231597684023159	0.9990259899418422	100000	False
PF03887	0.8660264017009609	meat	0.0231597684023159	0.9990259899418422	100000	False
K01919	0.8687971066206649	meat	0.0231997680023199	0.9990259899418422	100000	False
PF14730	0.8204121706843417	dairy	0.0232597674023259	0.9990259899418422	100000	False
ENOG410YHNP	0.8277059780798474	dairy	0.0244597554024459	0.9990259899418422	100000	False
COG0518	0.8686029828327086	meat	0.0245497545024549	0.9990259899418422	100000	False
PF01040	0.8668751602953124	meat	0.0245897541024589	0.9990259899418422	100000	False
N_AQ.110	0.8295276527092457	meat	0.0245897541024589	0.9999377188118148	100000	False
K15581	0.84066283029864	meat	0.0245897541024589	0.9990259899418422	100000	False
K00690	0.8449280705667755	meat	0.0247397526024739	0.9990259899418422	100000	False
P_AQ.1591	0.8482439040027147	meat	0.0247597524024759	0.9999377188118148	100000	False
PF02390	0.8485604788684638	meat	0.0247997520024799	0.9990259899418422	100000	False
PF03699	0.8676990694147884	meat	0.0248197518024819	0.9990259899418422	100000	False
PF01094	0.8506715949346294	meat	0.0249497505024949	0.9990259899418422	100000	False
K09797	0.8371771305144564	dairy	0.0250497495025049	0.9990259899418422	100000	False
COG0051	0.8522223838063595	meat	0.0250897491025089	0.9990259899418422	100000	False
K07393	0.8530438031438461	meat	0.0254197458025419	0.9990259899418422	100000	False
PF17127	0.8306663105901957	dairy	0.0258197418025819	0.9990259899418422	100000	False
ENOG411218B	0.8594418605068104	meat	0.0260197398026019	0.9990259899418422	100000	False
PF00831	0.836720788498224	meat	0.0261397386026139	0.9990259899418422	100000	False
N_LP.1913	0.8369756065930233	meat	0.0261797382026179	0.9999377188118148	100000	False
COG0695	0.8670883652729838	meat	0.0263797362026379	0.9990259899418422	100000	False
K17686	0.8598007221092298	meat	0.0264397356026439	0.9990259899418422	100000	False
COG3340	0.835624199351701	meat	0.0265297347026529	0.9990259899418422	100000	False
ENOG410ZSYZ	0.8546678125797931	meat	0.0265497345026549	0.9990259899418422	100000	False
P_LP.2906	0.8367789633039405	meat	0.0265597344026559	0.9999377188118148	100000	False
P_AQ.626	0.8330844510870915	meat	0.0267797322026779	0.9999377188118148	100000	False
COG4177	0.8653220144634155	meat	0.0268997310026899	0.9990259899418422	100000	False
COG0566	0.8546961493188375	meat	0.0270497295027049	0.9990259899418422	100000	False
PF13428	0.8290501615940966	dairy	0.0270697293027069	0.9990259899418422	100000	False
COG0661	0.8490062073641313	meat	0.0270997290027099	0.9990259899418422	100000	False
ENOG410Y9I9	0.8247128872281555	dairy	0.0271697283027169	0.9990259899418422	100000	False
ENOG410ZW99	0.831056180979256	dairy	0.0272397276027239	0.9990259899418422	100000	False
COG0120	0.8701683643979811	meat	0.0272597274027259	0.9990259899418422	100000	False
PF18291	0.8255315439166274	dairy	0.0272697273027269	0.9990259899418422	100000	False
ENOG4111K11	0.8198127157530992	dairy	0.0276897231027689	0.9990259899418422	100000	False
ENOG4111FR4	0.816317144689654	dairy	0.0277497225027749	0.9990259899418422	100000	False
PF19143	0.8169223131849317	dairy	0.0277597224027759	0.9990259899418422	100000	False
COG1946	0.8687934802546883	meat	0.0277797222027779	0.9990259899418422	100000	False
N_LP.659	0.8919672035487706	meat	0.0279097209027909	0.9999377188118148	100000	False
PF01925	0.8512061547231714	meat	0.0282897171028289	0.9990259899418422	100000	False
PF03023	0.8455188249336506	meat	0.0284097159028409	0.9990259899418422	100000	False
P_LP.1823	0.8451683272676905	meat	0.0285697143028569	0.9999377188118148	100000	False
ENOG4111G1Y	0.8478428762123043	dairy	0.0288897111028889	0.9990259899418422	100000	False
ENOG41123YZ	0.8421392523900871	meat	0.0290197098029019	0.9990259899418422	100000	False
ENOG4111Z9D	0.8357744203994047	dairy	0.0290597094029059	0.9990259899418422	100000	False
COG0504	0.839433437184571	meat	0.0290997090029099	0.9990259899418422	100000	False
COG4721	0.8504066898080681	meat	0.0291597084029159	0.9990259899418422	100000	False
ENOG410YSVQ	0.8309600041612312	dairy	0.0293697063029369	0.9990259899418422	100000	False
PF00636	0.8325402444544158	meat	0.0294297057029429	0.9990259899418422	100000	False
P_AQ.507	0.832475466862779	meat	0.0294897051029489	0.9999377188118148	100000	False
ENOG410XRBU	0.824600968379964	dairy	0.0298097019029809	0.9990259899418422	100000	False
K11358	0.8244585995918131	meat	0.0300696993030069	0.9990259899418422	100000	False
P_LP.601	0.858118506157057	meat	0.0301096989030109	0.9999377188118148	100000	False
P_LP.380	0.8425057483277651	meat	0.0301196988030119	0.9999377188118148	100000	False
K00606	0.810409701776909	dairy	0.0305796942030579	0.9990259899418422	100000	False
COG2323	0.837886998269329	meat	0.0306296937030629	0.9990259899418422	100000	False
PF08011	0.8194845597953562	dairy	0.0306796932030679	0.9990259899418422	100000	False
ENOG410XQ2W	0.8254433751828013	dairy	0.0308496915030849	0.9990259899418422	100000	False
COG2184	0.8342131863225093	meat	0.0310496895031049	0.9990259899418422	100000	False
COG3004	0.8418924494070439	meat	0.0312196878031219	0.9990259899418422	100000	False
ENOG410XQMY	0.8237637075004451	dairy	0.0313696863031369	0.9990259899418422	100000	False
ENOG41128GQ	0.8271285469457961	dairy	0.0314596854031459	0.9990259899418422	100000	False
PF11253	0.8434934189336251	meat	0.0315296847031529	0.9990259899418422	100000	False
PF14873	0.8163995116344067	dairy	0.0318896811031889	0.9990259899418422	100000	False
K15600	0.838408166716867	meat	0.0318896811031889	0.9990259899418422	100000	False
ENOG410YBD7	0.813546724764577	dairy	0.0319296807031929	0.9990259899418422	100000	False
ENOG410XRDW	0.825859162391636	dairy	0.0320096799032009	0.9990259899418422	100000	False
COG0537	0.8585168216258808	meat	0.0320196798032019	0.9990259899418422	100000	False
COG0202	0.8318026831908175	meat	0.0321996780032199	0.9990259899418422	100000	False
PF18959	0.851862038037263	meat	0.0322696773032269	0.9990259899418422	100000	False
K02035	0.8495643766017139	meat	0.0323096769032309	0.9990259899418422	100000	False
COG1135	0.8507508813961081	meat	0.0323696763032369	0.9990259899418422	100000	False
ENOG4111SJ2	0.8229932545841077	dairy	0.0325996740032599	0.9990259899418422	100000	False
COG1780	0.856487696274837	meat	0.0326096739032609	0.9990259899418422	100000	False
COG0262	0.8528628486740113	meat	0.0327396726032739	0.9990259899418422	100000	False
PF01820	0.8216382930582237	meat	0.0329796702032979	0.9990259899418422	100000	False
PF00587	0.8283390998684459	meat	0.0329896701032989	0.9990259899418422	100000	False
COG1167	0.8356905892492827	meat	0.0331196688033119	0.9990259899418422	100000	False
PF00496	0.8523722589886255	meat	0.0332896671033289	0.9990259899418422	100000	False
PF14765	0.8316967546531254	meat	0.0333196668033319	0.9990259899418422	100000	False
ENOG41101U4	0.8172654156004303	dairy	0.0335596644033559	0.9990259899418422	100000	False
PF07479	0.8390987301395855	meat	0.0335696643033569	0.9990259899418422	100000	False
COG1225	0.8391581067537854	meat	0.0336696633033669	0.9990259899418422	100000	False
K16147	0.845480486764287	meat	0.0337496625033749	0.9990259899418422	100000	False
K10544	0.8436182033265707	meat	0.0337796622033779	0.9990259899418422	100000	False
PF08681	0.8426737683211243	meat	0.0338196618033819	0.9990259899418422	100000	False
COG0580	0.8555158288409419	meat	0.0338496615033849	0.9990259899418422	100000	False
ENOG4111U6K	0.8476483022709721	meat	0.0338796612033879	0.9990259899418422	100000	False
COG0364	0.8493443565526511	meat	0.0338996610033899	0.9990259899418422	100000	False
PF01409	0.8318268916500485	meat	0.0342696573034269	0.9990259899418422	100000	False
PF19190	0.8178372254678625	dairy	0.0344196558034419	0.9990259899418422	100000	False
K09793	0.8190801385492557	dairy	0.0344396556034439	0.9990259899418422	100000	False
ENOG4111WCW	0.8547849628266976	meat	0.0345096549034509	0.9990259899418422	100000	False
PF00248	0.8568970299953989	meat	0.0345796542034579	0.9990259899418422	100000	False
K05896	0.8182257260210172	meat	0.0346396536034639	0.9990259899418422	100000	False
PF02800	0.8441196991130734	meat	0.0346596534034659	0.9990259899418422	100000	False
K07460	0.8359357078070181	meat	0.0346896531034689	0.9990259899418422	100000	False
COG0237	0.8411461532453953	meat	0.0350096499035009	0.9990259899418422	100000	False
ENOG4111TPB	0.8477002914826235	meat	0.0350196498035019	0.9990259899418422	100000	False
COG2030	0.8381226052473117	meat	0.0350696493035069	0.9990259899418422	100000	False
K00943	0.8582309392491497	meat	0.0352596474035259	0.9990259899418422	100000	False
ENOG41123QB	0.8387416935615812	meat	0.0353496465035349	0.9990259899418422	100000	False
ENOG410XPJ8	0.8119182070289501	dairy	0.0353696463035369	0.9990259899418422	100000	False
K16784	0.8351724789754938	meat	0.0353796462035379	0.9990259899418422	100000	False
N_AQ.1147	0.8390403475113054	meat	0.0355596444035559	0.9999377188118148	100000	False
ENOG41124WQ	0.8550668302449792	meat	0.0356596434035659	0.9990259899418422	100000	False
P_LP.210	0.8685481152321589	meat	0.0356996430035699	0.9999377188118148	100000	False
PF00276	0.8325919091123367	meat	0.0358996410035899	0.9990259899418422	100000	False
ENOG4111GC9	0.8164213695914584	dairy	0.0358996410035899	0.9990259899418422	100000	False
PF14509	0.8110221213589426	dairy	0.0359896401035989	0.9990259899418422	100000	False
PF14256	0.8221286064666546	meat	0.0360296397036029	0.9990259899418422	100000	False
PF00358	0.8106301037281186	meat	0.0362296377036229	0.9990259899418422	100000	False
ENOG410XZ3T	0.8431884774373283	meat	0.0362796372036279	0.9990259899418422	100000	False
PF00079	0.8265995497287414	meat	0.0362896371036289	0.9990259899418422	100000	False
ENOG410XV13	0.8395179264004542	meat	0.0363796362036379	0.9990259899418422	100000	False
PF00253	0.8481068692325175	meat	0.0365796342036579	0.9990259899418422	100000	False
P_AQ.933	0.8155950068936106	dairy	0.0369896301036989	0.9999377188118148	100000	False
PF03741	0.8638213544595149	meat	0.0369996300036999	0.9990259899418422	100000	False
ENOG410Y8MK	0.8308640601950814	dairy	0.0369996300036999	0.9990259899418422	100000	False
ENOG410XPAZ	0.807463290931608	dairy	0.0370896291037089	0.9990259899418422	100000	False
PF01841	0.8263794285180522	meat	0.0373396266037339	0.9990259899418422	100000	False
PF09261	0.8253855156239627	meat	0.0373796262037379	0.9990259899418422	100000	False
PF01450	0.8249665378151521	meat	0.0373996260037399	0.9990259899418422	100000	False
PF13207	0.8380754105931979	meat	0.0374196258037419	0.9990259899418422	100000	False
COG0253	0.7997574957417625	meat	0.0374996250037499	0.9990259899418422	100000	False
ENOG410XP7I	0.8454731482170889	meat	0.0375396246037539	0.9990259899418422	100000	False
PF14622	0.8407977428155435	meat	0.0376396236037639	0.9990259899418422	100000	False
N_AQ.1361	0.7942829743173307	dairy	0.0377396226037739	0.9999377188118148	100000	False
COG3118	0.8276943720301034	meat	0.0379896201037989	0.9990259899418422	100000	False
N_LP.138	0.8315923837586212	meat	0.0380196198038019	0.9999377188118148	100000	False
K02687	0.7932311554100838	dairy	0.0380996190038099	0.9990259899418422	100000	False
ENOG4111SF2	0.8021074498220326	dairy	0.0381096189038109	0.9990259899418422	100000	False
P_LP.1909	0.8114273839989232	meat	0.0381296187038129	0.9999377188118148	100000	False
K02037	0.804744584106503	meat	0.0383596164038359	0.9990259899418422	100000	False
PF00338	0.8147271811283963	meat	0.0384196158038419	0.9990259899418422	100000	False
P_LP.332	0.7949411901886666	dairy	0.0385396146038539	0.9999377188118148	100000	False
COG1385	0.8429484319364552	meat	0.0385896141038589	0.9990259899418422	100000	False
COG0689	0.8417438068895672	meat	0.0386096139038609	0.9990259899418422	100000	False
PF09821	0.8419771823590522	meat	0.0386396136038639	0.9990259899418422	100000	False
K00848	0.800110099300281	dairy	0.0386796132038679	0.9990259899418422	100000	False
PF13196	0.8201867535973604	meat	0.0388096119038809	0.9990259899418422	100000	False
k_Bacteria.p_Actinobacteria.c_Actinomycetia.o_Bifidobacteriales.f_Bifidobacteriaceae.g_Unclassified.Bifidobacteriaceae.s_Unclassified.Bifidobacteriaceae	0.8515259588878715	meat	0.0389296107038929	0.9990259899418422	100000	False
P_LP.3218	0.8104028480149531	meat	0.0389596104038959	0.9999377188118148	100000	False
ENOG410XVYV	0.836915360907479	meat	0.0389796102038979	0.9990259899418422	100000	False
COG3952	0.8008773862792458	dairy	0.0390096099039009	0.9990259899418422	100000	False
ENOG41125HS	0.8267796336031376	meat	0.0390396096039039	0.9990259899418422	100000	False
COG1350	0.8022254418508694	dairy	0.0390996090039099	0.9990259899418422	100000	False
COG0088	0.8319476432082921	meat	0.0391896081039189	0.9990259899418422	100000	False
PF05015	0.8296752863648579	meat	0.0392196078039219	0.9990259899418422	100000	False
N_AQ.474	0.8619545411543817	meat	0.0393096069039309	0.9999377188118148	100000	False
K01496	0.8404649643047997	meat	0.0393896061039389	0.9990259899418422	100000	False
ENOG4111PG4	0.8198505242574571	dairy	0.0394796052039479	0.9990259899418422	100000	False
K01436	0.8382807496529525	meat	0.0394796052039479	0.9990259899418422	100000	False
N_AQ.574	0.8308300773612812	meat	0.0395296047039529	0.9999377188118148	100000	False
PF11248	0.8395655802619821	meat	0.0397296027039729	0.9990259899418422	100000	False
COG0456	0.8100576461040542	meat	0.0397396026039739	0.9990259899418422	100000	False
ENOG4111X1V	0.8055988815323636	dairy	0.0397796022039779	0.9990259899418422	100000	False
COG0325	0.8269323624249199	meat	0.0398796012039879	0.9990259899418422	100000	False
ENOG41122W4	0.8196966726023494	meat	0.0399996000039999	0.9990259899418422	100000	False
ENOG410XQP6	0.8232197532188885	dairy	0.0400795992040079	0.9990259899418422	100000	False
N_AQ.1179	0.8471510195605781	meat	0.0400995990040099	0.9999377188118148	100000	False
ENOG410XUTZ	0.838762179365253	meat	0.0401795982040179	0.9990259899418422	100000	False
ENOG410Y02D	0.805902482852034	dairy	0.0401995980040199	0.9990259899418422	100000	False
COG2171	0.8485833883834832	meat	0.0402095979040209	0.9990259899418422	100000	False
PF01435	0.8474087570235938	meat	0.0402995970040299	0.9990259899418422	100000	False
K10007	0.8261621880989279	meat	0.0403795962040379	0.9990259899418422	100000	False
K21132	0.8205588834082993	dairy	0.0405895941040589	0.9990259899418422	100000	False
PF12769	0.8418967134796985	meat	0.0405895941040589	0.9990259899418422	100000	False
P_LP.608	0.8000956682768806	meat	0.0406995930040699	0.9999377188118148	100000	False
PF18939	0.8048364179667431	dairy	0.0408195918040819	0.9990259899418422	100000	False
ENOG4111EZS	0.8053389736905638	dairy	0.0409995900040999	0.9990259899418422	100000	False
PF04417	0.8506625189487468	meat	0.0412295877041229	0.9990259899418422	100000	False
K07243	0.8558051107145238	meat	0.0413395866041339	0.9990259899418422	100000	False
ENOG4111WDG	0.8052016989949027	dairy	0.0413495865041349	0.9990259899418422	100000	False
COG3166	0.8432690071087156	meat	0.0414395856041439	0.9990259899418422	100000	False
K01356	0.8236655603074061	meat	0.0414795852041479	0.9990259899418422	100000	False
COG0470	0.8356574640118133	meat	0.0415495845041549	0.9990259899418422	100000	False
COG3580	0.810736202751934	meat	0.0416595834041659	0.9990259899418422	100000	False
PF02075	0.8300763887094424	meat	0.0417595824041759	0.9990259899418422	100000	False
ENOG410XTC8	0.8014205591328614	dairy	0.0418495815041849	0.9990259899418422	100000	False
P_LP.2246	0.8129969338644246	meat	0.0420495795042049	0.9999377188118148	100000	False
K01575	0.8520647653518184	meat	0.0420895791042089	0.9990259899418422	100000	False
COG2008	0.8193062428978984	meat	0.0422695773042269	0.9990259899418422	100000	False
ENOG410XVZ9	0.8340662639665058	meat	0.0423995760042399	0.9990259899418422	100000	False
PF00230	0.8450637472545595	meat	0.0423995760042399	0.9990259899418422	100000	False
COG3618	0.8212814152220771	meat	0.0426595734042659	0.9990259899418422	100000	False
ENOG410ZBPX	0.8272727422531528	meat	0.0428495715042849	0.9990259899418422	100000	False
K04042	0.8519175269220494	meat	0.0429595704042959	0.9990259899418422	100000	False
N_AQ.887	0.7680691718709864	dairy	0.0429995700042999	0.9999377188118148	100000	False
K13408	0.8474824434474116	meat	0.0431495685043149	0.9990259899418422	100000	False
ENOG410ZS87	0.8269008935805224	meat	0.0432695673043269	0.9990259899418422	100000	False
COG1399	0.8386548267925283	meat	0.0434195658043419	0.9990259899418422	100000	False
COG2197	0.8316571413055757	meat	0.0436295637043629	0.9990259899418422	100000	False
COG0464	0.8280123590227558	meat	0.0436395636043639	0.9990259899418422	100000	False
PF17116	0.8131109962482901	dairy	0.0436695633043669	0.9990259899418422	100000	False
COG4231	0.7973967618450284	dairy	0.0436895631043689	0.9990259899418422	100000	False
ENOG410YY2Z	0.824312348274937	dairy	0.0437095629043709	0.9990259899418422	100000	False
P_LP.1692	0.7914468375475818	dairy	0.0437295627043729	0.9999377188118148	100000	False
P_LP.2554	0.7948196651583598	meat	0.0438595614043859	0.9999377188118148	100000	False
ENOG4111GM9	0.8075423441559111	dairy	0.0438895611043889	0.9990259899418422	100000	False
ENOG410YCZF	0.8097031730166819	dairy	0.0439795602043979	0.9990259899418422	100000	False
K01638	0.8374512513689318	meat	0.0439895601043989	0.9990259899418422	100000	False
