	score	direction	p_value	q_value	n_permutations	at_permutation_floor
COG0001	0.6946024822719383	endpoint	0.25599744002559977	0.44035844750511327	100000	False
COG0002	0.5915767420182221	endpoint	0.43873561264387356	0.5246408094750842	100000	False
COG0003	0.313701845611089	baseline	0.14789852101478984	0.40746817713420924	100000	False
COG0004	0.7762057973109743	endpoint	0.15808841911580884	0.4081432175837212	100000	False
COG0005	0.5741026282317021	endpoint	0.45163548364516354	0.5328466574030665	100000	False
COG0006	0.2864794734336305	baseline	0.13476865231347687	0.4039088682869604	100000	False
COG0007	0.388846921978039	baseline	0.23022769772302276	0.4304216920647941	100000	False
COG0008	0.6400699357326081	endpoint	0.3639363606363936	0.48444264072520266	100000	False
COG0009	0.3586727296431032	baseline	0.21606783932160678	0.42491641334740854	100000	False
COG0010	0.4135763782676094	baseline	0.26459735402645973	0.4434166402137631	100000	False
COG0011	0.4243892891950818	baseline	0.2800471995280047	0.450601321970164	100000	False
COG0012	0.8325037059968777	endpoint	0.1058289417105829	0.40053845312806863	100000	False
COG0013	0.40138975465049	baseline	0.2717072829271707	0.4466207475337193	100000	False
COG0014	0.4138934194613051	baseline	0.27720722792772073	0.4494274754654681	100000	False
COG0015	0.4660159877096979	endpoint	0.6210737892621074	0.6425763513057771	100000	False
COG0016	0.6995331219575555	endpoint	0.2764772352276477	0.44916395149138416	100000	False
COG0017	0.6764807946083707	endpoint	0.30106698933010667	0.45903117716339165	100000	False
COG0018	0.5805496623951688	endpoint	0.4545154548454515	0.5343049743886662	100000	False
COG0019	0.8087486303887295	endpoint	0.11987880121198788	0.40227672889221905	100000	False
COG0020	0.5241251058673921	baseline	0.45615543844561557	0.5348819759771561	100000	False
COG0021	0.1228566243124519	baseline	0.026939730602693973	0.40053845312806863	100000	False
COG0022	0.2179670942002081	baseline	0.07023929760702392	0.40053845312806863	100000	False
COG0024	0.8730439277254675	endpoint	0.07813921860781392	0.40053845312806863	100000	False
COG0025	0.1336606560269908	baseline	0.03749962500374996	0.40053845312806863	100000	False
COG0026	0.4206667408585959	baseline	0.2783072169278307	0.44971839138886943	100000	False
COG0027	0.3422456617428905	baseline	0.17471825281747183	0.41235030333631634	100000	False
COG0028	0.3386946331993853	baseline	0.16571834281657183	0.4095884106433087	100000	False
COG0029	0.1822217322724011	baseline	0.062149378506214936	0.40053845312806863	100000	False
COG0030	0.4203386165389839	baseline	0.2860671393286067	0.4532107738818445	100000	False
COG0031	0.7816730568185264	endpoint	0.14040859591404087	0.40507784793425783	100000	False
COG0033	0.2834326360999592	baseline	0.13162868371316286	0.4039088682869604	100000	False
COG0034	0.3693374761176001	baseline	0.2063579364206358	0.4203413933332563	100000	False
COG0035	0.7440920656286227	endpoint	0.22506774932250678	0.4280419199820485	100000	False
COG0036	0.5252867526007938	baseline	0.44084559154408454	0.5257613051932777	100000	False
COG0037	0.7048419588114121	endpoint	0.24948750512494874	0.4389743207668068	100000	False
COG0038	0.4841120046031318	baseline	0.3914460855391446	0.4979600095717361	100000	False
COG0039	0.460963939116895	baseline	0.3198568014319857	0.4667284244659481	100000	False
COG0040	0.4857395034730166	baseline	0.3824261757382426	0.49314649721455867	100000	False
COG0041	0.8305255839391235	endpoint	0.09789902100978991	0.40053845312806863	100000	False
COG0042	0.5419031822515576	baseline	0.4776052239477605	0.5477410301307706	100000	False
COG0043	0.3480403839747069	baseline	0.1993880061199388	0.41887261780062857	100000	False
COG0044	0.4569633501583066	baseline	0.3304466955330447	0.470728323577348	100000	False
COG0045	0.2070091780843616	baseline	0.06539934600653993	0.40053845312806863	100000	False
COG0046	0.4257229603695985	endpoint	0.7163928360716393	0.7230147050310026	100000	False
COG0047	0.351917183580455	baseline	0.1961880381196188	0.4179823820939533	100000	False
COG0048	0.5349097022270285	endpoint	0.5240747592524074	0.5762336115746827	100000	False
COG0049	0.9483143175870344	endpoint	0.018889811101888983	0.40053845312806863	100000	False
COG0050	0.3274400284535914	baseline	0.17289827101728983	0.4119518315990024	100000	False
COG0051	0.4361477558977999	baseline	0.2984970150298497	0.45783203644111176	100000	False
COG0052	0.2637586584139353	baseline	0.12582874171258288	0.40293367493611426	100000	False
COG0053	0.7561588020933278	endpoint	0.16923830761692382	0.4099311851022559	100000	False
COG0054	0.7766798089093355	endpoint	0.16944830551694484	0.4101478379327192	100000	False
COG0055	0.4955455719602898	baseline	0.4108958910410896	0.510215072801889	100000	False
COG0056	0.7809413925345975	endpoint	0.16601833981660183	0.40964658584617974	100000	False
COG0057	0.4572149566924295	baseline	0.34588654113458867	0.47665739928361234	100000	False
COG0058	0.9146126934768628	endpoint	0.03323966760332397	0.40053845312806863	100000	False
COG0059	0.3314421532335004	baseline	0.16363836361636383	0.4090728758107194	100000	False
COG0060	0.6551093348956212	endpoint	0.31528684713152866	0.46551283035319074	100000	False
COG0061	0.3723319028686426	baseline	0.22396776032239676	0.42778797823145337	100000	False
COG0062	0.5162903108664888	endpoint	0.5632243677563225	0.6010526067284907	100000	False
COG0063	0.1883579966824194	baseline	0.05046949530504695	0.40053845312806863	100000	False
COG0064	0.742755304616171	endpoint	0.18538814611853882	0.41507730126378106	100000	False
COG0065	0.8061846401225078	endpoint	0.12676873231267688	0.4032772907565042	100000	False
COG0066	0.7854000089089459	endpoint	0.13453865461345388	0.4039088682869604	100000	False
COG0067	0.5314899899694772	baseline	0.4532954670453295	0.5338437177752262	100000	False
COG0068	0.5299763189769261	baseline	0.45885541144588554	0.5371604277084377	100000	False
COG0069	0.472403782257612	baseline	0.36724632753672465	0.48614176225166034	100000	False
COG0070	0.5752664188248154	baseline	0.5256147438525615	0.5774134751396762	100000	False
COG0071	0.6189766544502417	endpoint	0.38385616143838563	0.49371154555463437	100000	False
COG0072	0.7307273371109819	endpoint	0.21635783642163578	0.4251232386741769	100000	False
COG0073	0.9392980578902252	endpoint	0.019029809701902982	0.40053845312806863	100000	False
COG0074	0.2660779414548105	baseline	0.12449875501244988	0.40293367493611426	100000	False
COG0075	0.2341434100776958	baseline	0.09251907480925191	0.40053845312806863	100000	False
COG0076	0.2118547950887129	baseline	0.08063919360806392	0.40053845312806863	100000	False
COG0077	0.2899303423759106	baseline	0.12190878091219087	0.40293367493611426	100000	False
COG0078	0.6370685974581689	endpoint	0.34744652553474464	0.4772241488132655	100000	False
COG0079	0.6836813366962227	endpoint	0.2728672713272867	0.4468948158047741	100000	False
COG0080	0.4787413905868989	endpoint	0.6300036999630003	0.6493315394814102	100000	False
COG0081	0.5328595717911081	endpoint	0.5365746342536575	0.5842004731119197	100000	False
COG0082	0.4095147974136786	baseline	0.2668573314266857	0.4449507917566415	100000	False
COG0083	0.2212958746547833	baseline	0.06668933310666893	0.40053845312806863	100000	False
COG0084	0.3864739406089713	baseline	0.21940780592194079	0.4261894177595021	100000	False
COG0085	0.8421610965089295	endpoint	0.10906890931090689	0.40053845312806863	100000	False
COG0086	0.3422073809781725	baseline	0.17254827451725482	0.4116843759423451	100000	False
COG0087	0.2315728995515237	baseline	0.09312906870931291	0.40053845312806863	100000	False
COG0088	0.6304474317901523	endpoint	0.3823961760382396	0.49314649721455867	100000	False
COG0089	0.3632448951000539	baseline	0.24038759612403876	0.43514264113469386	100000	False
COG0090	0.3407300002343851	baseline	0.1998280017199828	0.41887261780062857	100000	False
COG0091	0.2972047096359527	baseline	0.14254857451425484	0.4055516744832552	100000	False
COG0092	0.4495273956733699	baseline	0.33512664873351267	0.47244068039636516	100000	False
COG0093	0.4740079647825181	baseline	0.3788162118378816	0.49148729457107565	100000	False
COG0094	0.4729231238893952	baseline	0.36358636413635864	0.4843552745451742	100000	False
COG0095	0.2633856322866283	baseline	0.10812891871081289	0.40053845312806863	100000	False
COG0096	0.5055462879747574	baseline	0.41607583924160757	0.513489173792263	100000	False
COG0097	0.6465575978173498	endpoint	0.34648653513464867	0.4768806949939551	100000	False
COG0098	0.3931250826105217	baseline	0.2578474215257847	0.4409010025539174	100000	False
COG0099	0.7259923037190732	endpoint	0.2185978140218598	0.4260156254272698	100000	False
COG0100	0.4377543411685322	baseline	0.31651683483165166	0.46561487865479717	100000	False
COG0101	0.5735121959312467	endpoint	0.4657953420465795	0.5412670255887153	100000	False
COG0102	0.7388959901966698	endpoint	0.17233827661723383	0.41158691329519687	100000	False
COG0103	0.5001627135621448	baseline	0.4110458895411046	0.5102897232816171	100000	False
COG0104	0.7538773514998054	endpoint	0.1804381956180438	0.4132996181743868	100000	False
COG0105	0.3679079004627735	baseline	0.21910780892191078	0.4261894177595021	100000	False
COG0106	0.4631601328395655	endpoint	0.6614233857661423	0.6754211348773803	100000	False
COG0107	0.5551455640471997	endpoint	0.4870951290487095	0.5529652981262776	100000	False
COG0108	0.5747959820410065	baseline	0.5344946550534495	0.5830539939877579	100000	False
COG0109	0.4043601067865826	baseline	0.2518974810251898	0.43987950221942596	100000	False
COG0110	0.3554082583106073	baseline	0.18219817801821983	0.4140002430497677	100000	False
COG0111	0.171684892912757	baseline	0.060949390506094936	0.40053845312806863	100000	False
COG0112	0.7278869571946743	endpoint	0.2069179308206918	0.4207489062476603	100000	False
COG0113	0.3949919413940679	baseline	0.23358766412335877	0.4316129015735551	100000	False
COG0114	0.1644288334091218	baseline	0.05021949780502195	0.40053845312806863	100000	False
COG0115	0.5367972755722125	endpoint	0.5273847261527385	0.5786488044678945	100000	False
COG0116	0.8251220873468658	endpoint	0.12419875801241988	0.40293367493611426	100000	False
COG0117	0.3767766677992638	baseline	0.23551764482355175	0.4325611434418328	100000	False
COG0118	0.567389232253489	endpoint	0.4860851391486085	0.552370950371489	100000	False
COG0119	0.3495812155138531	baseline	0.2010279897201028	0.41898761051528427	100000	False
COG0120	0.249473374978099	baseline	0.0946690533094669	0.40053845312806863	100000	False
COG0121	0.2734426609025481	baseline	0.1018889811101889	0.40053845312806863	100000	False
COG0122	0.9339493021397068	endpoint	0.022639773602263977	0.40053845312806863	100000	False
COG0123	0.2835533074728035	baseline	0.11957880421195788	0.40227672889221905	100000	False
COG0124	0.3464026855475924	baseline	0.1849781502184978	0.41505620850670355	100000	False
COG0125	0.1235083200435121	baseline	0.03400965990340096	0.40053845312806863	100000	False
COG0126	0.7766226072621185	endpoint	0.14602853971460286	0.40666646455470723	100000	False
COG0127	0.7995154531806645	endpoint	0.15417845821541784	0.40773161260635454	100000	False
COG0128	0.5899733310748128	endpoint	0.4354056459435406	0.522786730968244	100000	False
COG0129	0.879828506653058	endpoint	0.06689933100668993	0.40053845312806863	100000	False
COG0130	0.3583292704359525	baseline	0.21485785142148578	0.42443820691663214	100000	False
COG0131	0.4525464857042185	baseline	0.34693653063469365	0.4769742197654698	100000	False
COG0132	0.5498039632503666	baseline	0.4817751822481775	0.5502299364617803	100000	False
COG0133	0.4153892875357372	baseline	0.2578674213257867	0.4409010025539174	100000	False
COG0134	0.2459469235891565	baseline	0.1026189738102619	0.40053845312806863	100000	False
COG0135	0.4030221447358023	baseline	0.22200777992220078	0.42734118647514086	100000	False
COG0136	0.5044710933218309	baseline	0.44081559184408153	0.5257613051932777	100000	False
COG0137	0.5253674714394625	endpoint	0.5420145798542014	0.5872111906027613	100000	False
COG0138	0.4651007119229236	baseline	0.34791652083479163	0.4773880242848948	100000	False
COG0139	0.1353663912351667	baseline	0.04203957960420396	0.40053845312806863	100000	False
COG0140	0.295119334752504	baseline	0.15709842901570983	0.4081432175837212	100000	False
COG0141	0.2861565153693017	baseline	0.13432865671343286	0.4039088682869604	100000	False
COG0142	0.0420797028175441	baseline	0.006349936500634994	0.40053845312806863	100000	False
COG0143	0.523648200298295	baseline	0.44683553164468354	0.5296415873697908	100000	False
COG0144	0.7011070481469666	endpoint	0.27118728812711873	0.44650075965179087	100000	False
COG0145	0.4651460426900016	baseline	0.33995660043399567	0.47407275906781	100000	False
COG0147	0.3764205491576007	baseline	0.21242787572124278	0.42364265601767664	100000	False
COG0148	0.5244957511642522	endpoint	0.5462145378546215	0.5900832467542643	100000	False
COG0149	0.5341086503607568	baseline	0.4544554554454455	0.5342862902127467	100000	False
COG0150	0.6611471393132219	endpoint	0.3222967770322297	0.4676737081338617	100000	False
COG0151	0.5185723770695185	endpoint	0.5756142438575614	0.6096846412458645	100000	False
COG0152	0.8163468721401347	endpoint	0.09075909240907591	0.40053845312806863	100000	False
COG0153	0.6012668104666766	endpoint	0.4052659473405266	0.5064857936056343	100000	False
COG0154	0.6312286054507567	endpoint	0.37424625753742463	0.48937022145209225	100000	False
COG0155	0.3109917468620969	baseline	0.13522864771352286	0.4039088682869604	100000	False
