	score	direction	p_value	q_value	n_permutations	at_permutation_floor
COG0001	0.7407873570307615	endpoint	0.05924940750592494	0.243890372690476	100000	False
COG0002	0.5812822810855083	endpoint	0.3815961840381596	0.464266271622998	100000	False
COG0003	0.3399581659335099	baseline	0.07940920590794093	0.2663937244046228	100000	False
COG0004	0.6801080803150403	endpoint	0.15454845451545485	0.3361113158531336	100000	False
COG0005	0.5145682183266348	endpoint	0.5411545884541155	0.5643819559845058	100000	False
COG0006	0.4117874412017835	baseline	0.21246787532124678	0.3756623363323375	100000	False
COG0007	0.4158377249299479	baseline	0.2079079209207908	0.37284306491601893	100000	False
COG0008	0.7002974194157093	endpoint	0.11554884451155488	0.30269816495929164	100000	False
COG0009	0.3350419684172208	baseline	0.09582904170958291	0.2823483942984476	100000	False
COG0010	0.4208849431043457	baseline	0.2093979060209398	0.3736302674685384	100000	False
COG0011	0.3559334927441768	baseline	0.09775902240977591	0.28454023046919225	100000	False
COG0012	0.7668626119631506	endpoint	0.044239557604423954	0.2224778224612203	100000	False
COG0013	0.5171368339689792	baseline	0.46414535854641453	0.5135629395947174	100000	False
COG0014	0.3753646292596501	baseline	0.14377856221437785	0.32705943398448806	100000	False
COG0015	0.5521116682230857	endpoint	0.4318156818431816	0.4923331436029683	100000	False
COG0016	0.5794092785203523	endpoint	0.3823161768382316	0.46481023840725183	100000	False
COG0017	0.6799081432956863	endpoint	0.16015839841601584	0.33959641481638214	100000	False
COG0018	0.5519439389678046	endpoint	0.46068539314606854	0.5112623339495038	100000	False
COG0019	0.7266274584981776	endpoint	0.07203927960720392	0.2594485499401763	100000	False
COG0020	0.4446991489279313	baseline	0.2781172188278117	0.41164151792614845	100000	False
COG0021	0.2049090662386541	baseline	0.008089919100808992	0.14558886804026422	100000	False
COG0022	0.2852994176319306	baseline	0.03614963850361497	0.20935463761451997	100000	False
COG0024	0.7536450049799869	endpoint	0.05794942050579494	0.2422214673558786	100000	False
COG0025	0.3773171611228244	baseline	0.14055859441405585	0.32388183693920636	100000	False
COG0026	0.4355719554467613	baseline	0.24632753672463276	0.39484686079082565	100000	False
COG0027	0.4316199569659192	baseline	0.24303756962430376	0.3927942806158806	100000	False
COG0028	0.409590051826869	baseline	0.18354816451835482	0.35633681033589576	100000	False
COG0029	0.2165707577531725	baseline	0.015459845401545984	0.16719209315843347	100000	False
COG0030	0.4659210841851588	baseline	0.32666673333266666	0.4358333827173203	100000	False
COG0031	0.7124545525700192	endpoint	0.08877911220887791	0.27627442469871705	100000	False
COG0033	0.4615588855976241	baseline	0.3148768512314877	0.4295792877073231	100000	False
COG0034	0.410753491528874	baseline	0.19190808091919082	0.3619217089511451	100000	False
COG0035	0.6107615730750396	endpoint	0.2988570114298857	0.42247750648894045	100000	False
COG0036	0.4275961593479591	baseline	0.21215787842121578	0.3756623363323375	100000	False
COG0037	0.7102673767335984	endpoint	0.09342906570934291	0.2804458541421951	100000	False
COG0038	0.4557429636631109	baseline	0.3087269127308727	0.42680186373537854	100000	False
COG0039	0.4989710693412962	baseline	0.38319616803831963	0.4651618200180598	100000	False
COG0040	0.530512078571173	baseline	0.4905750942490575	0.5297974626137583	100000	False
