	score	direction	p_value	q_value	n_permutations	at_permutation_floor
COG0001	0.8122277316041571	endpoint	0.03953960460395396	0.2193579985398453	100000	False
COG0002	0.3085473995536217	endpoint	0.5293747062529375	0.7569542790132878	100000	False
COG0003	0.5438750327443336	baseline	0.17784822151778482	0.44890049099212664	100000	False
COG0004	0.7333468692844857	endpoint	0.07878921210787893	0.3010062745302128	100000	False
COG0005	0.1127659563268164	endpoint	0.7891821081789182	0.9092277919368784	100000	False
COG0006	0.2485064731387576	baseline	0.5378246217537824	0.7627831780961184	100000	False
COG0007	0.4143248293572021	baseline	0.2561874381256187	0.5354160286617993	100000	False
COG0008	0.6209900712478699	endpoint	0.15533844661553384	0.42143390807745335	100000	False
COG0009	0.5446153993550484	baseline	0.1943580564194358	0.46896366187166616	100000	False
COG0010	0.1283672434271432	baseline	0.7615823841761582	0.8964275501326252	100000	False
COG0011	0.4560687163719006	baseline	0.2579374206257937	0.5378162876877963	100000	False
COG0012	0.862169393741036	endpoint	0.01726982730172698	0.1539282932654713	100000	False
COG0013	0.0378808574472722	baseline	0.9337406625933741	0.9752613034703241	100000	False
COG0014	0.3250341442821467	baseline	0.47626523734762655	0.7206045873454927	100000	False
COG0015	0.0989292343400178	endpoint	0.8286317136828631	0.928741460759374	100000	False
COG0016	0.3042273907796158	endpoint	0.5413545864541355	0.7654734078593135	100000	False
COG0017	0.5405781948885163	endpoint	0.19371806281937182	0.4686265820199347	100000	False
COG0018	0.1097168679166003	endpoint	0.8028919710802892	0.915962137071627	100000	False
COG0019	0.7586615847138518	endpoint	0.05067949320506795	0.24603515069632906	100000	False
COG0020	0.1104791330116454	baseline	0.7974720252797473	0.9134114051906352	100000	False
COG0021	0.9729293034002512	baseline	0.016039839601603986	0.14953836230657946	100000	False
COG0022	0.6505685604621487	baseline	0.08323916760832392	0.31051098152330664	100000	False
COG0024	0.8129312248690042	endpoint	0.048279517204827954	0.2411568963489251	100000	False
COG0025	0.5726730658638264	baseline	0.16507834921650782	0.43284783285172074	100000	False
COG0026	0.2044289188557447	baseline	0.6513834861651383	0.8370033940067686	100000	False
COG0027	0.2967609264203167	baseline	0.4812751872481275	0.7228251710076146	100000	False
COG0028	0.3930303346880511	baseline	0.3353166468335317	0.6095357411595024	100000	False
COG0029	1.0306968822396825	baseline	0.013309866901330987	0.13748148146171663	100000	False
COG0030	0.1332003227999202	baseline	0.7775922240777592	0.905309911640531	100000	False
COG0031	0.6522560166330251	endpoint	0.11621883781162189	0.3665795447211238	100000	False
COG0033	0.2382255113005214	baseline	0.5977240227597724	0.8036811872171774	100000	False
COG0034	0.2935490093762406	baseline	0.44351556484435156	0.6966105368914038	100000	False
COG0035	0.3402408420749143	endpoint	0.4808151918480815	0.7227078329287304	100000	False
COG0036	0.1772336225271835	baseline	0.6697633023669763	0.8487528454081719	100000	False
COG0037	0.7523003755886084	endpoint	0.07365926340736592	0.29225209262000085	100000	False
COG0038	0.0321244241069185	baseline	0.9425005749942501	0.9785804507087511	100000	False
COG0039	0.0636944469557549	baseline	0.8754712452875472	0.949802657387439	100000	False
COG0040	0.0690659792282765	baseline	0.8726612733872662	0.9482858134736039	100000	False
COG0041	0.7854199663068627	endpoint	0.04869951300486995	0.24162505243575585	100000	False
COG0042	0.1405288081689787	baseline	0.7225327746722533	0.8772332191147084	100000	False
COG0043	0.6971789822019456	baseline	0.08572914270857292	0.3150430394293684	100000	False
COG0044	0.0978789221496587	baseline	0.8230217697823021	0.9253267414520575	100000	False
COG0045	1.0815509479124936	baseline	0.005209947900520995	0.09450590265130362	100000	False
COG0046	0.0320139712559322	endpoint	0.9357306426935731	0.9760732461877414	100000	False
COG0047	0.3127938065548106	baseline	0.4868051319486805	0.7271702307093391	100000	False
COG0048	0.4952535190197444	endpoint	0.24320756792432074	0.5216652592980492	100000	False
COG0049	1.247159248551443	endpoint	0.0011899881001189987	0.06422994429273583	100000	False
COG0050	0.0691686849498472	baseline	0.8695713042869572	0.9461848955037981	100000	False
COG0051	0.0537660847290757	baseline	0.9027409725902741	0.9609048776741222	100000	False
COG0052	0.645331769480518	baseline	0.15748842511574884	0.4232408243920085	100000	False
COG0053	0.2853434993166743	endpoint	0.49225507744922553	0.7322138445718853	100000	False
COG0054	0.5861318069633841	endpoint	0.15055849441505584	0.4170536404897782	100000	False
COG0055	0.0678821382293761	baseline	0.8821511784882151	0.9525923676987396	100000	False
COG0056	0.7507453136054096	endpoint	0.05858941410585894	0.26303465747630345	100000	False
COG0057	0.1048570987313532	baseline	0.8040119598804012	0.9163265774006251	100000	False
COG0058	1.2961192048262984	endpoint	0.001009989900100999	0.06204816523263339	100000	False
COG0059	0.2497685484162121	baseline	0.5271447285527144	0.7554780110591826	100000	False
COG0060	0.814917293039686	endpoint	0.05697943020569794	0.2588081692516408	100000	False
COG0061	0.1191113343424072	baseline	0.7806121938780612	0.9061038229743096	100000	False
COG0062	0.1731249599334263	endpoint	0.6744532554674453	0.8520962987966916	100000	False
COG0063	0.9434329204112925	baseline	0.027099729002709974	0.18665171213229234	100000	False
COG0064	0.1779785489637203	endpoint	0.6846431535684643	0.8573395030483705	100000	False
COG0065	0.7513888102711128	endpoint	0.07084929150708492	0.286373038025671	100000	False
COG0066	0.4830418742222094	endpoint	0.1977680223197768	0.4727177199146019	100000	False
COG0067	0.0600203519106411	baseline	0.8910510894891052	0.956651320974972	100000	False
COG0068	0.1643460380165557	baseline	0.6975630243697563	0.8634877175937542	100000	False
COG0069	0.1852400789486852	baseline	0.6532934670653293	0.8376782560087679	100000	False
COG0070	0.1177208435698282	baseline	0.7794222057779422	0.9057264968508332	100000	False
COG0071	0.0715019481756103	endpoint	0.8509414905850942	0.9379462970171333	100000	False
COG0072	0.3068885664976092	endpoint	0.42964570354296455	0.6866993777280018	100000	False
COG0073	1.2700214998779644	endpoint	0.0014899851001489986	0.06571040888575885	100000	False
COG0074	0.706129036959904	baseline	0.13033869661303388	0.38779651840289703	100000	False
COG0075	0.6183932547595353	baseline	0.13489865101348986	0.3937838427956766	100000	False
COG0076	0.5012434763268006	baseline	0.22826771732282677	0.5052335450671467	100000	False
COG0077	0.4723433987663468	baseline	0.25983740162598373	0.5399928567507054	100000	False
COG0078	0.3294882918433817	endpoint	0.3952460475395246	0.6590529542575352	100000	False
COG0079	0.7284703549996816	endpoint	0.05892941070589294	0.2632467596534575	100000	False
COG0080	0.0296444038987689	endpoint	0.943060569394306	0.9787442528938104	100000	False
COG0081	0.2131311914434741	endpoint	0.6377936220637793	0.8292144694765555	100000	False
COG0082	0.2610720614847827	baseline	0.5278347216527834	0.7560851748307006	100000	False
COG0083	0.622617148687806	baseline	0.16313836861631384	0.4300782901472951	100000	False
COG0084	0.5055075008088895	baseline	0.24239757602423975	0.52084747223677	100000	False
COG0085	0.9601018647545938	endpoint	0.01692983070169298	0.1527361262404325	100000	False
COG0086	0.273982529063998	baseline	0.5253647463525365	0.754331537938835	100000	False
COG0087	0.5161792732676255	baseline	0.2117078829211708	0.4883559547394775	100000	False
COG0088	0.3904165827976854	endpoint	0.3930460695393046	0.6574297611305113	100000	False
COG0089	0.1747239386686173	baseline	0.7112428875711243	0.8711397685045226	100000	False
COG0090	0.3875990345493409	baseline	0.3680463195368046	0.6359234084672746	100000	False
COG0091	0.5890960833303845	baseline	0.16174838251617485	0.42868073184939787	100000	False
COG0092	0.3943739237469045	baseline	0.3645463545364546	0.632494300438947	100000	False
COG0093	0.0157236765105212	baseline	0.9714702852971471	0.9893604406257882	100000	False
COG0094	0.0281547171300861	baseline	0.946480535194648	0.980115140182418	100000	False
COG0095	0.5621606455577052	baseline	0.18055819441805582	0.4530045257803424	100000	False
COG0096	0.2182801869101954	baseline	0.6161738382616174	0.8156010801380836	100000	False
COG0097	0.328911756341224	endpoint	0.4318156818431816	0.6878440576858611	100000	False
COG0098	0.0803538019094001	baseline	0.8511714882851171	0.9380178545523032	100000	False
COG0099	0.1748265137318712	endpoint	0.6866531334686653	0.85735904147848	100000	False
COG0100	0.1508656353805666	baseline	0.7331226687733122	0.8832422136947112	100000	False
COG0101	0.378411836285195	endpoint	0.35247647523524767	0.6220723982150979	100000	False
COG0102	0.914141323619783	endpoint	0.013929860701392986	0.14006335143260137	100000	False
COG0103	0.0264035602644157	baseline	0.95130048699513	0.9814355660198697	100000	False
COG0104	0.7017253406429729	endpoint	0.09430905690943091	0.3310749686651083	100000	False
COG0105	0.1857380817377437	baseline	0.6667933320666793	0.8461846837350432	100000	False
COG0106	0.1182542544414548	endpoint	0.7976220237797622	0.9135217812695461	100000	False
COG0107	0.3943826826204549	endpoint	0.36112638873611264	0.6294582254750518	100000	False
COG0108	0.0815005936579592	baseline	0.8654913450865491	0.944328619618166	100000	False
COG0109	0.0842108580036152	baseline	0.8408915910840892	0.9339634963707721	100000	False
COG0110	0.3878307131199391	baseline	0.31837681623183767	0.5957187275666787	100000	False
COG0111	0.7219169189486222	baseline	0.0941290587094129	0.330713749380658	100000	False
COG0112	0.4480113177016492	endpoint	0.2769172308276917	0.5577053498795822	100000	False
COG0113	0.2662917479717205	baseline	0.4694353056469435	0.7162515422498946	100000	False
COG0114	0.9418741869358332	baseline	0.016169838301616984	0.1500931094231292	100000	False
