	score	direction	p_value	q_value	n_permutations	at_permutation_floor
COG0001	0.0	endpoint	1.0	1.0	100000	False
COG0002	0.0	endpoint	1.0	1.0	100000	False
COG0003	0.0	baseline	1.0	1.0	100000	False
COG0004	0.0	endpoint	1.0	1.0	100000	False
COG0005	0.0	endpoint	1.0	1.0	100000	False
COG0006	0.0	baseline	1.0	1.0	100000	False
COG0007	0.0	baseline	1.0	1.0	100000	False
COG0008	0.0	endpoint	1.0	1.0	100000	False
COG0009	0.0	baseline	1.0	1.0	100000	False
COG0010	0.0	baseline	1.0	1.0	100000	False
COG0011	0.0	baseline	1.0	1.0	100000	False
COG0012	0.0	endpoint	1.0	1.0	100000	False
COG0013	0.0	baseline	1.0	1.0	100000	False
COG0014	0.0	baseline	1.0	1.0	100000	False
COG0015	0.0	endpoint	1.0	1.0	100000	False
COG0016	0.0	endpoint	1.0	1.0	100000	False
COG0017	0.0	endpoint	1.0	1.0	100000	False
COG0018	0.0	endpoint	1.0	1.0	100000	False
COG0019	0.0	endpoint	1.0	1.0	100000	False
COG0020	0.0	baseline	1.0	1.0	100000	False
COG0021	0.0	baseline	1.0	1.0	100000	False
COG0022	0.0	baseline	1.0	1.0	100000	False
COG0024	0.0	endpoint	1.0	1.0	100000	False
COG0025	0.0	baseline	1.0	1.0	100000	False
COG0026	0.0	baseline	1.0	1.0	100000	False
COG0027	0.0	baseline	1.0	1.0	100000	False
COG0028	0.0	baseline	1.0	1.0	100000	False
COG0029	0.0	baseline	1.0	1.0	100000	False
COG0030	0.0	baseline	1.0	1.0	100000	False
COG0031	0.0	endpoint	1.0	1.0	100000	False
COG0033	0.0	baseline	1.0	1.0	100000	False
COG0034	0.0	baseline	1.0	1.0	100000	False
COG0035	0.0	endpoint	1.0	1.0	100000	False
COG0036	0.0	baseline	1.0	1.0	100000	False
COG0037	0.0	endpoint	1.0	1.0	100000	False
COG0038	0.0	baseline	1.0	1.0	100000	False
COG0039	0.0	baseline	1.0	1.0	100000	False
COG0040	0.0	baseline	1.0	1.0	100000	False
COG0041	0.0	endpoint	1.0	1.0	100000	False
COG0042	0.0	baseline	1.0	1.0	100000	False
COG0043	0.0	baseline	1.0	1.0	100000	False
COG0044	0.0	baseline	1.0	1.0	100000	False
COG0045	0.0	baseline	1.0	1.0	100000	False
COG0046	0.0	endpoint	1.0	1.0	100000	False
COG0047	0.0	baseline	1.0	1.0	100000	False
COG0048	0.0	endpoint	1.0	1.0	100000	False
COG0049	0.0	endpoint	1.0	1.0	100000	False
COG0050	0.0	baseline	1.0	1.0	100000	False
COG0051	0.0	baseline	1.0	1.0	100000	False
COG0052	0.0	baseline	1.0	1.0	100000	False
COG0053	0.0	endpoint	1.0	1.0	100000	False
COG0054	0.1428571428571428	endpoint	0.16651833481665185	1.0	100000	False
COG0055	0.0	baseline	1.0	1.0	100000	False
COG0056	0.0	endpoint	1.0	1.0	100000	False
COG0057	0.0	baseline	1.0	1.0	100000	False
COG0058	0.0	endpoint	1.0	1.0	100000	False
COG0059	0.0	baseline	1.0	1.0	100000	False
COG0060	0.0	endpoint	1.0	1.0	100000	False
COG0061	0.0	baseline	1.0	1.0	100000	False
COG0062	0.0	endpoint	1.0	1.0	100000	False
COG0063	0.0	baseline	1.0	1.0	100000	False
COG0064	0.0	endpoint	1.0	1.0	100000	False
COG0065	0.0	endpoint	1.0	1.0	100000	False
COG0066	0.0	endpoint	1.0	1.0	100000	False
COG0067	0.0	baseline	1.0	1.0	100000	False
COG0068	0.0	baseline	1.0	1.0	100000	False
COG0069	0.0	baseline	1.0	1.0	100000	False
COG0070	0.0	baseline	1.0	1.0	100000	False
COG0071	0.0	endpoint	1.0	1.0	100000	False
COG0072	0.0	endpoint	1.0	1.0	100000	False
COG0073	0.0	endpoint	1.0	1.0	100000	False
COG0074	0.0	baseline	1.0	1.0	100000	False
COG0075	0.0	baseline	1.0	1.0	100000	False
COG0076	0.0	baseline	1.0	1.0	100000	False
COG0077	0.0	baseline	1.0	1.0	100000	False
COG0078	0.0	endpoint	1.0	1.0	100000	False
COG0079	0.0	endpoint	1.0	1.0	100000	False
COG0080	0.0	endpoint	1.0	1.0	100000	False
COG0081	0.0	endpoint	1.0	1.0	100000	False
COG0082	0.0	baseline	1.0	1.0	100000	False
COG0083	0.0	baseline	1.0	1.0	100000	False
COG0084	0.0	baseline	1.0	1.0	100000	False
COG0085	0.0	endpoint	1.0	1.0	100000	False
COG0086	0.0	baseline	1.0	1.0	100000	False
COG0087	0.0	baseline	1.0	1.0	100000	False
COG0088	0.0	endpoint	1.0	1.0	100000	False
COG0089	0.0	baseline	1.0	1.0	100000	False
COG0090	0.0	baseline	1.0	1.0	100000	False
COG0091	0.0	baseline	1.0	1.0	100000	False
COG0092	0.0	baseline	1.0	1.0	100000	False
COG0093	0.0	baseline	1.0	1.0	100000	False
COG0094	0.0	baseline	1.0	1.0	100000	False
COG0095	0.0	baseline	1.0	1.0	100000	False
COG0096	0.0	baseline	1.0	1.0	100000	False
COG0097	0.0	endpoint	1.0	1.0	100000	False
COG0098	0.0	baseline	1.0	1.0	100000	False
COG0099	0.0	endpoint	1.0	1.0	100000	False
COG0100	0.0	baseline	1.0	1.0	100000	False
COG0101	0.0	endpoint	1.0	1.0	100000	False
COG0102	0.0	endpoint	1.0	1.0	100000	False
COG0103	0.0	baseline	1.0	1.0	100000	False
COG0104	0.0	endpoint	1.0	1.0	100000	False
COG0105	0.0	baseline	1.0	1.0	100000	False
COG0106	0.0	endpoint	1.0	1.0	100000	False
COG0107	0.0	endpoint	1.0	1.0	100000	False
COG0108	0.0	baseline	1.0	1.0	100000	False
COG0109	0.0	baseline	1.0	1.0	100000	False
COG0110	0.0	baseline	1.0	1.0	100000	False
COG0111	0.0	baseline	1.0	1.0	100000	False
COG0112	0.0	endpoint	1.0	1.0	100000	False
COG0113	0.0	baseline	1.0	1.0	100000	False
COG0114	0.0	baseline	1.0	1.0	100000	False
COG0115	0.0	endpoint	1.0	1.0	100000	False
COG0116	0.1428571428571428	endpoint	0.17151828481715184	1.0	100000	False
COG0117	0.0	baseline	1.0	1.0	100000	False
COG0118	0.0	endpoint	1.0	1.0	100000	False
COG0119	0.0	baseline	1.0	1.0	100000	False
COG0120	0.1428571428571428	baseline	0.1945580544194558	1.0	100000	False
COG0121	0.0	baseline	1.0	1.0	100000	False
COG0122	0.0	endpoint	1.0	1.0	100000	False
COG0123	0.0	baseline	1.0	1.0	100000	False
COG0124	0.0	baseline	1.0	1.0	100000	False
COG0125	0.0	baseline	1.0	1.0	100000	False
COG0126	0.0	endpoint	1.0	1.0	100000	False
COG0127	0.0	endpoint	1.0	1.0	100000	False
COG0128	0.0	endpoint	1.0	1.0	100000	False
COG0129	0.0	endpoint	1.0	1.0	100000	False
COG0130	0.0	baseline	1.0	1.0	100000	False
COG0131	0.0	baseline	1.0	1.0	100000	False
COG0132	0.0	baseline	1.0	1.0	100000	False
COG0133	0.0	baseline	1.0	1.0	100000	False
COG0134	0.0	baseline	1.0	1.0	100000	False
COG0135	0.0	baseline	1.0	1.0	100000	False
COG0136	0.0	baseline	1.0	1.0	100000	False
COG0137	0.0	endpoint	1.0	1.0	100000	False
COG0138	0.0	baseline	1.0	1.0	100000	False
COG0139	0.0	baseline	1.0	1.0	100000	False
COG0140	0.0	baseline	1.0	1.0	100000	False
COG0141	0.0	baseline	1.0	1.0	100000	False
COG0142	0.0	baseline	1.0	1.0	100000	False
COG0143	0.0	baseline	1.0	1.0	100000	False
COG0144	0.0	endpoint	1.0	1.0	100000	False
COG0145	0.0	baseline	1.0	1.0	100000	False
COG0147	0.0	baseline	1.0	1.0	100000	False
COG0148	0.0	endpoint	1.0	1.0	100000	False
COG0149	0.0	baseline	1.0	1.0	100000	False
COG0150	0.0	endpoint	1.0	1.0	100000	False
COG0151	0.0	endpoint	1.0	1.0	100000	False
COG0152	0.0	endpoint	1.0	1.0	100000	False
COG0153	0.0	endpoint	1.0	1.0	100000	False
COG0154	0.0	endpoint	1.0	1.0	100000	False
COG0155	0.0	baseline	1.0	1.0	100000	False
COG0156	0.0	baseline	1.0	1.0	100000	False
COG0157	0.0	baseline	1.0	1.0	100000	False
COG0158	0.0	baseline	1.0	1.0	100000	False
COG0159	0.0	baseline	1.0	1.0	100000	False
COG0160	0.0	baseline	1.0	1.0	100000	False
COG0161	0.0	baseline	1.0	1.0	100000	False
COG0162	0.0	endpoint	1.0	1.0	100000	False
COG0163	0.0	endpoint	1.0	1.0	100000	False
COG0164	0.0	baseline	1.0	1.0	100000	False
COG0165	0.0	baseline	1.0	1.0	100000	False
COG0166	0.0	endpoint	1.0	1.0	100000	False
COG0167	0.0	baseline	1.0	1.0	100000	False
COG0168	0.0	endpoint	1.0	1.0	100000	False
COG0169	0.0	baseline	1.0	1.0	100000	False
COG0171	0.0	endpoint	1.0	1.0	100000	False
COG0172	0.0	endpoint	1.0	1.0	100000	False
COG0173	0.0	baseline	1.0	1.0	100000	False
COG0174	0.0	baseline	1.0	1.0	100000	False
COG0175	0.0	endpoint	1.0	1.0	100000	False
COG0176	0.0	endpoint	1.0	1.0	100000	False
COG0177	0.0	baseline	1.0	1.0	100000	False
COG0178	0.0	baseline	1.0	1.0	100000	False
COG0179	0.0	baseline	1.0	1.0	100000	False
COG0180	0.0	endpoint	1.0	1.0	100000	False
COG0181	0.0	endpoint	1.0	1.0	100000	False
COG0182	0.0	baseline	1.0	1.0	100000	False
COG0183	0.0	baseline	1.0	1.0	100000	False
COG0184	0.0	baseline	1.0	1.0	100000	False
COG0185	0.0	baseline	1.0	1.0	100000	False
COG0186	0.0	endpoint	1.0	1.0	100000	False
COG0187	0.0	baseline	1.0	1.0	100000	False
COG0188	0.0	endpoint	1.0	1.0	100000	False
COG0189	0.0	baseline	1.0	1.0	100000	False
COG0190	0.0	endpoint	1.0	1.0	100000	False
COG0191	0.0	endpoint	1.0	1.0	100000	False
COG0192	0.0	endpoint	1.0	1.0	100000	False
COG0193	0.0	endpoint	1.0	1.0	100000	False
COG0194	0.0	endpoint	1.0	1.0	100000	False
COG0195	0.0	baseline	1.0	1.0	100000	False
COG0196	0.0	baseline	1.0	1.0	100000	False
COG0197	0.0	endpoint	1.0	1.0	100000	False
COG0198	0.0	endpoint	1.0	1.0	100000	False
COG0199	0.0	baseline	1.0	1.0	100000	False
COG0200	0.0	endpoint	1.0	1.0	100000	False
COG0201	0.0	baseline	1.0	1.0	100000	False
COG0202	0.0	baseline	1.0	1.0	100000	False
COG0203	0.0	baseline	1.0	1.0	100000	False
COG0204	0.0	endpoint	1.0	1.0	100000	False
COG0205	0.0	endpoint	1.0	1.0	100000	False
COG0206	0.0	endpoint	1.0	1.0	100000	False
COG0207	0.0	endpoint	1.0	1.0	100000	False
COG0208	0.0	baseline	1.0	1.0	100000	False
COG0209	0.0	baseline	1.0	1.0	100000	False
COG0210	0.0	baseline	1.0	1.0	100000	False
COG0211	0.0	baseline	1.0	1.0	100000	False
COG0212	0.0	baseline	1.0	1.0	100000	False
COG0213	0.0	baseline	1.0	1.0	100000	False
COG0214	0.0	baseline	1.0	1.0	100000	False
COG0215	0.0	baseline	1.0	1.0	100000	False
COG0216	0.0	endpoint	1.0	1.0	100000	False
COG0217	0.0	baseline	1.0	1.0	100000	False
COG0218	0.1428571428571428	endpoint	0.16683833161668382	1.0	100000	False
COG0219	0.0	baseline	1.0	1.0	100000	False
COG0220	0.0	baseline	1.0	1.0	100000	False
COG0221	0.0	baseline	1.0	1.0	100000	False
COG0222	0.0	endpoint	1.0	1.0	100000	False
COG0223	0.0	endpoint	1.0	1.0	100000	False
COG0224	0.0	endpoint	1.0	1.0	100000	False
COG0225	0.0	endpoint	1.0	1.0	100000	False
COG0226	0.0	endpoint	1.0	1.0	100000	False
COG0227	0.0	baseline	1.0	1.0	100000	False
COG0228	0.0	baseline	1.0	1.0	100000	False
COG0229	0.0	baseline	1.0	1.0	100000	False
COG0230	0.0	endpoint	1.0	1.0	100000	False
COG0231	0.0	baseline	1.0	1.0	100000	False
COG0232	0.0	baseline	1.0	1.0	100000	False
COG0233	0.0	baseline	1.0	1.0	100000	False
COG0234	0.0	endpoint	1.0	1.0	100000	False
COG0235	0.0	endpoint	1.0	1.0	100000	False
COG0236	0.0	endpoint	1.0	1.0	100000	False
COG0237	0.0	baseline	1.0	1.0	100000	False
COG0238	0.0	baseline	1.0	1.0	100000	False
COG0239	0.0	baseline	1.0	1.0	100000	False
COG0240	0.0	baseline	1.0	1.0	100000	False
COG0241	0.0	baseline	1.0	1.0	100000	False
COG0242	0.0	baseline	1.0	1.0	100000	False
COG0243	0.0	baseline	1.0	1.0	100000	False
COG0244	0.0	endpoint	1.0	1.0	100000	False
COG0245	0.0	endpoint	1.0	1.0	100000	False
COG0246	0.0	baseline	1.0	1.0	100000	False
COG0247	0.0	baseline	1.0	1.0	100000	False
COG0248	0.0	baseline	1.0	1.0	100000	False
COG0249	0.0	baseline	1.0	1.0	100000	False
COG0250	0.0	endpoint	1.0	1.0	100000	False
COG0251	0.0	baseline	1.0	1.0	100000	False
COG0252	0.0	endpoint	1.0	1.0	100000	False
COG0253	0.1428571428571428	endpoint	0.17467825321746783	1.0	100000	False
COG0254	0.0	baseline	1.0	1.0	100000	False
COG0255	0.0	endpoint	1.0	1.0	100000	False
COG0256	0.0	endpoint	1.0	1.0	100000	False
COG0257	0.0	baseline	1.0	1.0	100000	False
COG0258	0.0	baseline	1.0	1.0	100000	False
COG0259	0.0	baseline	1.0	1.0	100000	False
COG0260	0.0	endpoint	1.0	1.0	100000	False
COG0261	0.0	endpoint	1.0	1.0	100000	False
COG0262	0.0	baseline	1.0	1.0	100000	False
COG0263	0.0	baseline	1.0	1.0	100000	False
COG0264	0.0	baseline	1.0	1.0	100000	False
COG0265	0.0	endpoint	1.0	1.0	100000	False
COG0266	0.0	baseline	1.0	1.0	100000	False
COG0267	0.0	baseline	1.0	1.0	100000	False
COG0268	0.0	endpoint	1.0	1.0	100000	False
COG0269	0.1428571428571428	baseline	0.14295857041429585	1.0	100000	False
COG0270	0.0	baseline	1.0	1.0	100000	False
COG0272	0.0	baseline	1.0	1.0	100000	False
COG0274	0.0	endpoint	1.0	1.0	100000	False
COG0275	0.0	endpoint	1.0	1.0	100000	False
COG0276	0.0	baseline	1.0	1.0	100000	False
COG0277	0.0	endpoint	1.0	1.0	100000	False
COG0279	0.0	baseline	1.0	1.0	100000	False
COG0280	0.0	baseline	1.0	1.0	100000	False
COG0281	0.0	endpoint	1.0	1.0	100000	False
COG0282	0.0	endpoint	1.0	1.0	100000	False
COG0283	0.0	baseline	1.0	1.0	100000	False
COG0284	0.0	endpoint	1.0	1.0	100000	False
COG0285	0.0	endpoint	1.0	1.0	100000	False
COG0286	0.0	baseline	1.0	1.0	100000	False
COG0287	0.0	baseline	1.0	1.0	100000	False
COG0288	0.0	baseline	1.0	1.0	100000	False
COG0289	0.0	endpoint	1.0	1.0	100000	False
COG0290	0.0	endpoint	1.0	1.0	100000	False
COG0291	0.0	endpoint	1.0	1.0	100000	False
COG0292	0.0	endpoint	1.0	1.0	100000	False
COG0293	0.0	baseline	1.0	1.0	100000	False
COG0294	0.0	baseline	1.0	1.0	100000	False
COG0295	0.0	endpoint	1.0	1.0	100000	False
COG0296	0.0	endpoint	1.0	1.0	100000	False
COG0297	0.0	endpoint	1.0	1.0	100000	False
COG0298	0.0	baseline	1.0	1.0	100000	False
COG0299	0.0	endpoint	1.0	1.0	100000	False
COG0300	0.0	endpoint	1.0	1.0	100000	False
COG0301	0.0	endpoint	1.0	1.0	100000	False
COG0302	0.0	baseline	1.0	1.0	100000	False
COG0303	0.0	endpoint	1.0	1.0	100000	False
COG0304	0.0	endpoint	1.0	1.0	100000	False
COG0305	0.0	baseline	1.0	1.0	100000	False
COG0306	0.0	baseline	1.0	1.0	100000	False
COG0307	0.0	endpoint	1.0	1.0	100000	False
COG0308	0.0	baseline	1.0	1.0	100000	False
COG0309	0.0	endpoint	1.0	1.0	100000	False
COG0310	0.0	baseline	1.0	1.0	100000	False
COG0311	0.0	baseline	1.0	1.0	100000	False
COG0312	0.0	baseline	1.0	1.0	100000	False
COG0313	0.0	baseline	1.0	1.0	100000	False
COG0315	0.0	endpoint	1.0	1.0	100000	False
COG0316	0.0	baseline	1.0	1.0	100000	False
COG0317	0.0	endpoint	1.0	1.0	100000	False
COG0318	0.1428571428571428	endpoint	0.13952860471395287	1.0	100000	False
COG0319	0.0	baseline	1.0	1.0	100000	False
COG0320	0.0	baseline	1.0	1.0	100000	False
COG0321	0.0	baseline	1.0	1.0	100000	False
COG0322	0.0	baseline	1.0	1.0	100000	False
COG0323	0.0	endpoint	1.0	1.0	100000	False
COG0324	0.0	baseline	1.0	1.0	100000	False
COG0325	0.0	baseline	1.0	1.0	100000	False
COG0326	0.0	endpoint	1.0	1.0	100000	False
COG0327	0.0	baseline	1.0	1.0	100000	False
COG0328	0.0	baseline	1.0	1.0	100000	False
COG0329	0.0	baseline	1.0	1.0	100000	False
COG0330	0.0	endpoint	1.0	1.0	100000	False
COG0331	0.0	endpoint	1.0	1.0	100000	False
COG0332	0.0	baseline	1.0	1.0	100000	False
COG0333	0.0	endpoint	1.0	1.0	100000	False
COG0334	0.0	baseline	1.0	1.0	100000	False
COG0335	0.0	baseline	1.0	1.0	100000	False
COG0336	0.0	endpoint	1.0	1.0	100000	False
COG0337	0.0	baseline	1.0	1.0	100000	False
COG0338	0.0	baseline	1.0	1.0	100000	False
COG0339	0.0	baseline	1.0	1.0	100000	False
COG0340	0.1428571428571428	baseline	0.23438765612343876	1.0	100000	False
COG0341	0.1428571428571428	endpoint	0.16976830231697684	1.0	100000	False
COG0342	0.0	endpoint	1.0	1.0	100000	False
COG0343	0.0	endpoint	1.0	1.0	100000	False
COG0344	0.0	baseline	1.0	1.0	100000	False
COG0345	0.0	endpoint	1.0	1.0	100000	False
COG0346	0.0	baseline	1.0	1.0	100000	False
COG0347	0.0	endpoint	1.0	1.0	100000	False
COG0348	0.0	endpoint	1.0	1.0	100000	False
COG0349	0.0	endpoint	1.0	1.0	100000	False
COG0350	0.0	baseline	1.0	1.0	100000	False
COG0351	0.0	baseline	1.0	1.0	100000	False
COG0352	0.0	endpoint	1.0	1.0	100000	False
COG0353	0.0	endpoint	1.0	1.0	100000	False
COG0354	0.0	baseline	1.0	1.0	100000	False
COG0355	0.1428571428571428	endpoint	0.15596844031559684	1.0	100000	False
COG0356	0.0	baseline	1.0	1.0	100000	False
COG0357	0.0	endpoint	1.0	1.0	100000	False
COG0358	0.0	endpoint	1.0	1.0	100000	False
COG0359	0.0	baseline	1.0	1.0	100000	False
COG0360	0.0	baseline	1.0	1.0	100000	False
COG0361	0.0	endpoint	1.0	1.0	100000	False
COG0362	0.0	baseline	1.0	1.0	100000	False
COG0363	0.0	baseline	1.0	1.0	100000	False
COG0364	0.0	baseline	1.0	1.0	100000	False
COG0365	0.0	baseline	1.0	1.0	100000	False
COG0366	0.0	baseline	1.0	1.0	100000	False
COG0367	0.0	endpoint	1.0	1.0	100000	False
COG0368	0.0	endpoint	1.0	1.0	100000	False
COG0369	0.0	baseline	1.0	1.0	100000	False
COG0370	0.0	endpoint	1.0	1.0	100000	False
COG0371	0.0	endpoint	1.0	1.0	100000	False
COG0372	0.0	endpoint	1.0	1.0	100000	False
COG0373	0.0	endpoint	1.0	1.0	100000	False
