	score	direction	p_value	q_value	n_permutations	at_permutation_floor
COG0001	1.2173352662941472	endpoint	0.8496315036849631	0.9486203433825183	100000	False
COG0002	1.3909911239372994	endpoint	0.7433425665743343	0.9486203433825183	100000	False
COG0003	1.351147941035887	baseline	0.7225627743722562	0.9486203433825183	100000	False
COG0004	1.8409057665045867	endpoint	0.2188378116218838	0.9486203433825183	100000	False
COG0005	1.542362909742425	endpoint	0.4848451515484845	0.9486203433825183	100000	False
COG0006	1.2955377820371938	baseline	0.7429125708742913	0.9486203433825183	100000	False
COG0007	1.6914218175241205	baseline	0.3316166838331617	0.9486203433825183	100000	False
COG0008	1.4873704065079956	endpoint	0.6679833201667983	0.9486203433825183	100000	False
COG0009	1.0623176576580762	baseline	0.950960490395096	0.9771119359623148	100000	False
COG0010	1.6661904262709628	baseline	0.37303626963730363	0.9486203433825183	100000	False
COG0011	1.2907419821091224	baseline	0.8246517534824652	0.9486203433825183	100000	False
COG0012	1.4784916352443738	endpoint	0.4727752722472775	0.9486203433825183	100000	False
COG0013	1.2879384103132674	baseline	0.8355516444835551	0.9486203433825183	100000	False
COG0014	1.3827037718594577	baseline	0.7587824121758783	0.9486203433825183	100000	False
COG0015	0.907345562302709	endpoint	0.9910600893991061	0.9966774814155384	100000	False
COG0016	1.4051838012097906	endpoint	0.7185828141718583	0.9486203433825183	100000	False
COG0017	1.706496605278083	endpoint	0.35299647003529966	0.9486203433825183	100000	False
COG0018	1.4641384791884091	endpoint	0.6595034049659504	0.9486203433825183	100000	False
COG0019	1.338795429523741	endpoint	0.7760722392776073	0.9486203433825183	100000	False
COG0020	1.5989930391390377	baseline	0.4640253597464025	0.9486203433825183	100000	False
COG0021	1.8375033087431687	baseline	0.25339746602533975	0.9486203433825183	100000	False
COG0022	1.429790550289006	baseline	0.6011039889601104	0.9486203433825183	100000	False
COG0024	1.726687496880813	endpoint	0.39042609573904263	0.9486203433825183	100000	False
COG0025	1.7433119520317804	baseline	0.41788582114178857	0.9486203433825183	100000	False
