mode	microbiome (combined)	metabolites (combined)	everything (combined)
majority_vote	0.9032131147540984	0.9277286135693216	0.9096449646899487
mean_confidence	0.9981155778894473	1.0	0.9986431478968792
unanimous_vote	0.9976228209191759	1.0	0.9982057416267942
