mode	microbiome-5-month-old	microbiome-12-month-old	microbiome (combined)	metabolites-5-month-old	metabolites-12-month-old	metabolites (combined)	everything (combined)
majority_vote	0.9602888086642599	0.8754871395167576	1.0	0.9388448471121178	0.9069767441860465	1.0	1.0
mean_confidence	0.648508430609598	0.9097744360902256	0.8089430894308943	0.773109243697479	0.8595890410958904	0.8059895833333334	0.8081140350877193
unanimous_vote	0.5635430038510911	0.8532778355879292	0.725287356321839	0.6313131313131313	0.7547169811320755	0.6743421052631579	0.7120954003407155
