	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_7.305688086564288_q_7.517332462471247_g_2	p_19.0_q_9.122152261131532_g_1
p_0.8055551041134607_q_0.1_g_1	1.0	0.889519043647484	0.8693170234454638	0.8778055787230099	0.8725141321471597	0.8576869613566861
p_1.0795506927238254_q_8.383911078685804_g_1	0.889519043647484	1.0	0.9341210267815773	0.9378463534426837	0.926624038550644	0.9321749606153276
p_0.5_q_1.895944090041435_g_1	0.8693170234454638	0.9341210267815773	1.0	0.9149383745714021	0.91170419794273	0.9103790195533314
p_19.0_q_8.483911078685804_g_2	0.8778055787230099	0.9378463534426837	0.9149383745714021	1.0	0.9340468909276248	0.9505884533407469
p_7.305688086564288_q_7.517332462471247_g_2	0.8725141321471597	0.926624038550644	0.91170419794273	0.9340468909276248	1.0	0.9445185802983969
p_19.0_q_9.122152261131532_g_1	0.8576869613566861	0.9321749606153276	0.9103790195533314	0.9505884533407469	0.9445185802983969	1.0
