emb_1	p_0.5_q_1.895944090041435_g_1	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_7.305688086564288_q_7.517332462471247_g_2
p_0.5_q_1.895944090041435_g_1	0.0	1.3955014556137757e-11	1.6688737256918655e-15	9.961803636665533e-20	1.4642262209588995e-19	5.4243704829078e-18
p_0.8055551041134607_q_0.1_g_1	1.3955014556137757e-11	0.0	9.459392509912629e-08	1.6165668028225198e-12	1.3721530158288894e-11	1.8782532437755792e-12
p_1.0795506927238254_q_8.383911078685804_g_1	1.6688737256918655e-15	9.459392509912629e-08	0.0	1.2838092840713542e-16	1.2345988474543673e-17	1.2543191001876873e-13
p_19.0_q_8.483911078685804_g_2	9.961803636665533e-20	1.6165668028225198e-12	1.2838092840713542e-16	0.0	2.8416176565100438e-27	2.2916240797067044e-21
p_19.0_q_9.122152261131532_g_1	1.4642262209588995e-19	1.3721530158288894e-11	1.2345988474543673e-17	2.8416176565100438e-27	0.0	2.0553623264487756e-19
p_7.305688086564288_q_7.517332462471247_g_2	5.4243704829078e-18	1.8782532437755792e-12	1.2543191001876873e-13	2.2916240797067044e-21	2.0553623264487756e-19	0.0
