emb_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_5.5_q_9.010757520712524_g_1	p_7.305688086564288_q_7.517332462471247_g_2
p_0.5_q_1.895944090041435_g_1	0.0	1.918864822544243e-48	2.9962150002611096e-47	3.256701279341336e-38	1.1881115671439861e-40
p_19.0_q_8.483911078685804_g_2	1.918864822544243e-48	0.0	7.038387944024536e-61	7.559753004422792e-44	5.657624225813037e-48
p_19.0_q_9.122152261131532_g_1	2.9962150002611096e-47	7.038387944024536e-61	0.0	4.1834319341901716e-44	1.1930811343171377e-49
p_5.5_q_9.010757520712524_g_1	3.256701279341336e-38	7.559753004422792e-44	4.1834319341901716e-44	0.0	2.4879828693343346e-35
p_7.305688086564288_q_7.517332462471247_g_2	1.1881115671439861e-40	5.657624225813037e-48	1.1930811343171377e-49	2.4879828693343346e-35	0.0
