emb_1	p_0.5_q_1.895944090041435_g_1	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_7.305688086564288_q_7.517332462471247_g_2
p_0.5_q_1.895944090041435_g_1	0.0	4.296865094591536e-301	1.1754597635039183e-134	1.4312808428115256e-73	1.4026695822097183e-20	1.475083403577446e-09
p_0.8055551041134607_q_0.1_g_1	4.296865094591536e-301	0.0	0.0	0.0	8.743621451094641e-111	9.030975068923037e-72
p_1.0795506927238254_q_8.383911078685804_g_1	1.1754597635039183e-134	0.0	0.0	4.6616542579817245e-217	2.743375640894775e-203	9.299673793304134e-82
p_19.0_q_8.483911078685804_g_2	1.4312808428115256e-73	0.0	4.6616542579817245e-217	0.0	1.639613996834915e-86	0.7574583769191203
p_19.0_q_9.122152261131532_g_1	1.4026695822097183e-20	8.743621451094641e-111	2.743375640894775e-203	1.639613996834915e-86	0.0	4.692351540652726e-46
p_7.305688086564288_q_7.517332462471247_g_2	1.475083403577446e-09	9.030975068923037e-72	9.299673793304134e-82	0.7574583769191203	4.692351540652726e-46	0.0
