	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_7.305688086564288_q_7.517332462471247_g_2	p_19.0_q_9.122152261131532_g_1
p_0.8055551041134607_q_0.1_g_1	1.0	0.2677641648570596	0.1455986792323742	0.20484064178259756	0.23519383975769284	0.163268070425125
p_1.0795506927238254_q_8.383911078685804_g_1	0.2677641648570596	1.0	0.16990182495561076	0.18115592289549437	0.09368029033938165	0.13079786112022265
p_0.5_q_1.895944090041435_g_1	0.1455986792323742	0.16990182495561076	1.0	0.12931046782876515	0.044229745640739546	0.045842138084966684
p_19.0_q_8.483911078685804_g_2	0.20484064178259756	0.18115592289549437	0.12931046782876515	1.0	0.01588295828119561	0.11171564622366789
p_7.305688086564288_q_7.517332462471247_g_2	0.23519383975769284	0.09368029033938165	0.044229745640739546	0.01588295828119561	1.0	0.08872325353667875
p_19.0_q_9.122152261131532_g_1	0.163268070425125	0.13079786112022265	0.045842138084966684	0.11171564622366789	0.08872325353667875	1.0
