	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_7.305688086564288_q_7.517332462471247_g_2	p_19.0_q_9.122152261131532_g_1
p_0.8055551041134607_q_0.1_g_1	1.0	0.8269444207291045	0.9099291385639887	0.9130026466319474	0.8854264492444293	0.8249807905745753
p_1.0795506927238254_q_8.383911078685804_g_1	0.8269444207291045	1.0	0.8182361478698882	0.7950140869119782	0.8219072825066166	0.8070519935114829
p_0.5_q_1.895944090041435_g_1	0.9099291385639887	0.8182361478698882	1.0	0.9328950738495688	0.9016477418253223	0.8405190813625886
p_19.0_q_8.483911078685804_g_2	0.9130026466319474	0.7950140869119782	0.9328950738495688	1.0	0.9077947579612397	0.8551182446853923
p_7.305688086564288_q_7.517332462471247_g_2	0.8854264492444293	0.8219072825066166	0.9016477418253223	0.9077947579612397	1.0	0.8297618031247332
p_19.0_q_9.122152261131532_g_1	0.8249807905745753	0.8070519935114829	0.8405190813625886	0.8551182446853923	0.8297618031247332	1.0
