emb_1	p_0.5_q_1.895944090041435_g_1	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_7.305688086564288_q_7.517332462471247_g_2
p_0.5_q_1.895944090041435_g_1	0.0	2.8568406763068845e-10	1.1258200413671367e-19	1.7736927610348293e-16	2.3088229210875962e-18	3.189146030631452e-14
p_0.8055551041134607_q_0.1_g_1	2.8568406763068845e-10	0.0	7.711165368215233e-14	2.8212616246575094e-12	5.490604846165838e-12	2.3958232138656742e-11
p_1.0795506927238254_q_8.383911078685804_g_1	1.1258200413671367e-19	7.711165368215233e-14	0.0	1.6688737256918655e-15	1.6011771095856108e-16	7.074532652050651e-13
p_19.0_q_8.483911078685804_g_2	1.7736927610348293e-16	2.8212616246575094e-12	1.6688737256918655e-15	0.0	4.0097352420206704e-16	3.919907958550966e-17
p_19.0_q_9.122152261131532_g_1	2.3088229210875962e-18	5.490604846165838e-12	1.6011771095856108e-16	4.0097352420206704e-16	0.0	8.984470090094193e-19
p_7.305688086564288_q_7.517332462471247_g_2	3.189146030631452e-14	2.3958232138656742e-11	7.074532652050651e-13	3.919907958550966e-17	8.984470090094193e-19	0.0
