model_1	1	2	3	4	5
1	0.0	2.424844416154671e-20	2.927199471611833e-19	1.880127293592811e-31	3.573415439893254e-22
2	2.424844416154671e-20	0.0	9.178185991235561e-20	1.2786773289317543e-20	1.1297748632350105e-27
3	2.927199471611833e-19	9.178185991235561e-20	0.0	3.966532869785451e-22	4.190828070348465e-18
4	1.880127293592811e-31	1.2786773289317543e-20	3.966532869785451e-22	0.0	9.046933669984774e-23
5	3.573415439893254e-22	1.1297748632350105e-27	4.190828070348465e-18	9.046933669984774e-23	0.0
