	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_7.305688086564288_q_7.517332462471247_g_2	p_19.0_q_9.122152261131532_g_1
p_0.8055551041134607_q_0.1_g_1	1.0	0.3661902057376912	0.436792469480303	0.39498563444782153	0.40458515487389246	0.35127542794739386
p_1.0795506927238254_q_8.383911078685804_g_1	0.3661902057376912	1.0	0.31135341136512557	0.24840843548054126	0.2790718714141396	0.22020755146552068
p_0.5_q_1.895944090041435_g_1	0.436792469480303	0.31135341136512557	1.0	0.29161269192053063	0.3316856113369688	0.2729557875020774
p_19.0_q_8.483911078685804_g_2	0.39498563444782153	0.24840843548054126	0.29161269192053063	1.0	0.2769810710556177	0.24242365389705908
p_7.305688086564288_q_7.517332462471247_g_2	0.40458515487389246	0.2790718714141396	0.3316856113369688	0.2769810710556177	1.0	0.2590255419346807
p_19.0_q_9.122152261131532_g_1	0.35127542794739386	0.22020755146552068	0.2729557875020774	0.24242365389705908	0.2590255419346807	1.0
