	p_5.5_q_9.010757520712524_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_7.305688086564288_q_7.517332462471247_g_2	p_0.5_q_1.895944090041435_g_1
p_5.5_q_9.010757520712524_g_1	1.0	0.07335636601033821	0.04483876545938752	0.04885562180761014	0.10570282232882307
p_19.0_q_8.483911078685804_g_2	0.07335636601033821	1.0	0.22090016621577097	0.2739914383163683	0.3149252801744819
p_19.0_q_9.122152261131532_g_1	0.04483876545938752	0.22090016621577097	1.0	0.24576685221994118	0.2702465163582496
p_7.305688086564288_q_7.517332462471247_g_2	0.04885562180761014	0.2739914383163683	0.24576685221994118	1.0	0.38075111755168195
p_0.5_q_1.895944090041435_g_1	0.10570282232882307	0.3149252801744819	0.2702465163582496	0.38075111755168195	1.0
