	p_5.5_q_9.010757520712524_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_7.305688086564288_q_7.517332462471247_g_2	p_0.5_q_1.895944090041435_g_1
p_5.5_q_9.010757520712524_g_1	1.0	0.33979618651482896	0.27099268478146027	0.31011277452147956	0.22316347363329575
p_19.0_q_8.483911078685804_g_2	0.33979618651482896	1.0	0.28350168200495085	0.2957964464115634	0.2069164537375771
p_19.0_q_9.122152261131532_g_1	0.27099268478146027	0.28350168200495085	1.0	0.2516322698053955	0.1943764035894339
p_7.305688086564288_q_7.517332462471247_g_2	0.31011277452147956	0.2957964464115634	0.2516322698053955	1.0	0.24013866956047267
p_0.5_q_1.895944090041435_g_1	0.22316347363329575	0.2069164537375771	0.1943764035894339	0.24013866956047267	1.0
