emb_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_5.5_q_9.010757520712524_g_1	p_7.305688086564288_q_7.517332462471247_g_2
p_0.5_q_1.895944090041435_g_1	0.0	0.0	0.0	3.0354864756978318e-65	0.0
p_19.0_q_8.483911078685804_g_2	0.0	0.0	1.0263209444280034e-283	3.042327948180182e-32	0.0
p_19.0_q_9.122152261131532_g_1	0.0	1.0263209444280034e-283	0.0	5.221786427420572e-13	0.0
p_5.5_q_9.010757520712524_g_1	3.0354864756978318e-65	3.042327948180182e-32	5.221786427420572e-13	0.0	3.635766463309432e-15
p_7.305688086564288_q_7.517332462471247_g_2	0.0	0.0	0.0	3.635766463309432e-15	0.0
