	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_7.305688086564288_q_7.517332462471247_g_2	p_19.0_q_9.122152261131532_g_1
p_0.8055551041134607_q_0.1_g_1	1.0	0.8149065141295996	0.8244685392299155	0.8202851532485272	0.8062836164944933	0.788354819431401
p_1.0795506927238254_q_8.383911078685804_g_1	0.8149065141295996	1.0	0.8623751387347391	0.8663023990437975	0.8569111243917015	0.8962691027063946
p_0.5_q_1.895944090041435_g_1	0.8244685392299155	0.8623751387347391	1.0	0.9124903952872876	0.8839750704345599	0.8925979680696662
p_19.0_q_8.483911078685804_g_2	0.8202851532485272	0.8663023990437975	0.9124903952872876	1.0	0.9145394006659268	0.9030137454110817
p_7.305688086564288_q_7.517332462471247_g_2	0.8062836164944933	0.8569111243917015	0.8839750704345599	0.9145394006659268	1.0	0.8931955946384359
p_19.0_q_9.122152261131532_g_1	0.788354819431401	0.8962691027063946	0.8925979680696662	0.9030137454110817	0.8931955946384359	1.0
