emb_1	p_0.5_q_1.895944090041435_g_1	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_7.305688086564288_q_7.517332462471247_g_2
p_0.5_q_1.895944090041435_g_1	0.0	5.299528970977429e-12	2.252505830732904e-17	6.59370318433254e-20	1.444739352713614e-16	1.0206311357607796e-15
p_0.8055551041134607_q_0.1_g_1	5.299528970977429e-12	0.0	1.0342918295769779e-14	2.3119370453333793e-15	7.502806256384812e-13	1.9638503846635474e-16
p_1.0795506927238254_q_8.383911078685804_g_1	2.252505830732904e-17	1.0342918295769779e-14	0.0	9.961803636665533e-20	7.52493310146989e-24	2.5846046598225952e-21
p_19.0_q_8.483911078685804_g_2	6.59370318433254e-20	2.3119370453333793e-15	9.961803636665533e-20	0.0	2.588174739079568e-20	3.782500399056106e-21
p_19.0_q_9.122152261131532_g_1	1.444739352713614e-16	7.502806256384812e-13	7.52493310146989e-24	2.588174739079568e-20	0.0	3.607907880168744e-21
p_7.305688086564288_q_7.517332462471247_g_2	1.0206311357607796e-15	1.9638503846635474e-16	2.5846046598225952e-21	3.782500399056106e-21	3.607907880168744e-21	0.0
