emb_1	p_0.5_q_1.895944090041435_g_1	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_19.0_q_8.483911078685804_g_2	p_19.0_q_9.122152261131532_g_1	p_7.305688086564288_q_7.517332462471247_g_2
p_0.5_q_1.895944090041435_g_1	0.0	9.541055659276397e-21	1.2951414478330786e-13	8.00353146386317e-24	6.5096311056120675e-15	7.78404829386316e-20
p_0.8055551041134607_q_0.1_g_1	9.541055659276397e-21	0.0	4.234464114586041e-14	4.156229751529633e-21	5.477746665022117e-14	2.9054111789595004e-18
p_1.0795506927238254_q_8.383911078685804_g_1	1.2951414478330786e-13	4.234464114586041e-14	0.0	1.9496992125114885e-12	5.003686658091544e-13	8.144139699007068e-14
p_19.0_q_8.483911078685804_g_2	8.00353146386317e-24	4.156229751529633e-21	1.9496992125114885e-12	0.0	7.07734499346622e-16	1.6699829954124057e-20
p_19.0_q_9.122152261131532_g_1	6.5096311056120675e-15	5.477746665022117e-14	5.003686658091544e-13	7.07734499346622e-16	0.0	2.9101577371035297e-14
p_7.305688086564288_q_7.517332462471247_g_2	7.78404829386316e-20	2.9054111789595004e-18	8.144139699007068e-14	1.6699829954124057e-20	2.9101577371035297e-14	0.0
