	p_0.8055551041134607_q_0.1_g_1	p_1.0795506927238254_q_8.383911078685804_g_1	p_0.5_q_1.895944090041435_g_1	p_19.0_q_8.483911078685804_g_2	p_7.305688086564288_q_7.517332462471247_g_2	p_19.0_q_9.122152261131532_g_1
p_0.8055551041134607_q_0.1_g_1	1.0	0.860884070058382	0.8395514780835882	0.868955611157446	0.8445834491706051	0.8318042813455657
p_1.0795506927238254_q_8.383911078685804_g_1	0.860884070058382	1.0	0.8874432397368177	0.9016402557686961	0.8642479844314707	0.8767676767676768
p_0.5_q_1.895944090041435_g_1	0.8395514780835882	0.8874432397368177	1.0	0.8499397646186637	0.8704197942730053	0.8210545825224724
p_19.0_q_8.483911078685804_g_2	0.868955611157446	0.9016402557686961	0.8499397646186637	1.0	0.8953943100732091	0.9230747845426744
p_7.305688086564288_q_7.517332462471247_g_2	0.8445834491706051	0.8642479844314707	0.8704197942730053	0.8953943100732091	1.0	0.8910944305439719
p_19.0_q_9.122152261131532_g_1	0.8318042813455657	0.8767676767676768	0.8210545825224724	0.9230747845426744	0.8910944305439719	1.0
