	hit_fraction_z	mean_z	median_z	max_z	mean_prob	median_prob	mean_confidence	median_confidence	hit_fraction_prob	direction
ENOG410XPEF	0.0	0.17500336242527695	0.40865084082839376	1.4229552207660285	0.5159476151187066	0.5110815680985136	0.5159476151187066	0.5110815680985136	0.5714285714285714	dairy
ENOG410XPF0	0.0	0.5472963973560624	1.0858345751143181	1.4427550757060232	0.42220070891020106	0.5177149206391295	0.5777992910897989	0.5177149206391295	0.5714285714285714	dairy
ENOG410XPF1	0.0	0.09405570030928792	0.1331435205829542	1.1863660467671426	0.5838786021279015	0.5231039509473893	0.5838786021279015	0.5231039509473893	0.8571428571428571	meat
ENOG410XPF3	0.0	0.27370381365616675	0.6391717923098801	1.5318001451208672	0.6020203314722855	0.7363520646126144	0.6020203314722855	0.7363520646126144	0.7142857142857143	meat
ENOG410XPF8	0.0	0.4037114645203146	0.5591702128631904	1.9955791976334736	0.6010663008816398	0.8091819630133914	0.6010663008816398	0.8091819630133914	0.5714285714285714	meat
ENOG410XPFA	0.0	0.23015135962205643	0.22741000654496252	1.434792233989635	0.44445973233335456	0.296280476126153	0.5555402676666454	0.703719523873847	0.5714285714285714	dairy
ENOG410XPFR	0.0	0.5854513351848656	0.7998186831176952	1.241667098397707	0.38286121376059484	0.18157466415615137	0.6171387862394051	0.8184253358438487	0.5714285714285714	dairy
ENOG410XPFY	0.0	0.3725926136153858	0.3391015709964967	1.138686634047834	0.434243550868314	0.3643936629929504	0.565756449131686	0.6356063370070496	0.7142857142857143	dairy
ENOG410XPFZ	0.14285714285714285	1.204746135067452	1.0895538304097097	2.0319951699648326	0.2084761414479464	0.11411353087140313	0.7915238585520536	0.8858864691285968	0.8571428571428571	dairy
ENOG410XPG7	0.0	0.11418627273671955	0.4284820630666054	1.544435573843451	0.5106382607741751	0.6019230658304039	0.5106382607741751	0.6019230658304039	0.5714285714285714	dairy
ENOG410XPGG	0.0	0.8728261799389289	0.866411963790849	1.7070207667130997	0.30938543522982204	0.2668136282593623	0.690614564770178	0.7331863717406377	0.7142857142857143	dairy
ENOG410XPGH	0.0	0.25374347093324323	0.6565685815237337	1.7540465138788761	0.42329849640466	0.2211903903097358	0.57670150359534	0.7788096096902641	0.5714285714285714	dairy
ENOG410XPGK	0.14285714285714285	1.0415314218755911	1.2585573376229124	2.2693075334976442	0.8101047264620255	0.8275140053240851	0.8101047264620255	0.8275140053240851	0.8571428571428571	meat
ENOG410XPGN	0.0	0.1905547436021842	0.333591690067805	1.25792245850795	0.5796193470383691	0.6288420180359506	0.5796193470383691	0.6288420180359506	0.5714285714285714	meat
ENOG410XPGQ	0.0	0.07775596555473278	0.36867494001065765	1.0195389140902684	0.5711277556533793	0.5803917712923714	0.5711277556533793	0.5803917712923714	0.7142857142857143	meat
ENOG410XPGV	0.0	0.257798035804395	0.3634945472688899	1.4756286147570459	0.49128430449864113	0.4590805283602838	0.5087156955013589	0.5409194716397162	0.7142857142857143	dairy
ENOG410XPGY	0.14285714285714285	0.8564251784650816	0.9243527260903908	2.926349687938373	0.3185706825807431	0.24912641686440234	0.6814293174192569	0.7508735831355977	0.7142857142857143	dairy
ENOG410XPHB	0.0	0.13371971316991305	0.026386305114092786	1.3812952358307924	0.5259463650834721	0.5086343051297235	0.5259463650834721	0.5086343051297235	0.5714285714285714	dairy
ENOG410XPHE	0.14285714285714285	0.8583550565624136	0.9151442401169994	2.1963880170067815	0.7857800839227512	0.7523771782140277	0.7857800839227512	0.7523771782140277	1.0	meat
ENOG410XPHF	0.0	0.3287015924971654	0.3956874391567372	1.5818593003878674	0.6040375457363848	0.6623170813954814	0.6040375457363848	0.6623170813954814	0.5714285714285714	meat
ENOG410XPHJ	0.0	0.24394140463585767	0.6220163040474739	1.3162202087714696	0.6311454247233285	0.6422501482635824	0.6311454247233285	0.6422501482635824	0.7142857142857143	meat
ENOG410XPHK	0.0	0.5878779940024125	0.6058910181334355	1.8232260994839633	0.3653054209981389	0.3359059162059685	0.6346945790018611	0.6640940837940315	0.5714285714285714	dairy
ENOG410XPHQ	0.0	0.18603097824516218	0.2831005796610058	1.6030883685337753	0.6022204701647235	0.562265371219859	0.6022204701647235	0.562265371219859	0.5714285714285714	meat
ENOG410XPHU	0.14285714285714285	0.060185212115819856	0.21874466068883133	2.0161923062708267	0.5659750512962748	0.7100144095732126	0.5659750512962748	0.7100144095732126	0.5714285714285714	dairy
ENOG410XPIA	0.0	0.38036609992970866	0.5590835200966985	1.4919042879329132	0.6109151417813671	0.6660745577478855	0.6109151417813671	0.6660745577478855	0.5714285714285714	meat
ENOG410XPIG	0.0	0.10026023520179397	0.27744404798609024	0.6799650842447532	0.5533312368190046	0.6410251993330696	0.5533312368190046	0.6410251993330696	0.5714285714285714	meat
ENOG410XPIV	0.0	0.10977793363063496	0.2575659382165821	1.2386729930476665	0.5810166329156321	0.5711943684841149	0.5810166329156321	0.5711943684841149	0.7142857142857143	meat
ENOG410XPIZ	0.0	0.1877495365541695	0.03778518291105261	1.2298127118156028	0.5771847783683887	0.6628377257940233	0.5771847783683887	0.6628377257940233	0.5714285714285714	meat
ENOG410XPJ6	0.14285714285714285	0.6133756398498486	0.8783212774165323	2.151457511314224	0.6755766237222185	0.7808785588840275	0.6755766237222185	0.7808785588840275	0.7142857142857143	meat
ENOG410XPJ8	0.14285714285714285	1.3308123367649567	1.217905591174629	2.7250426576595483	0.18808179297104985	0.15382295207988175	0.8119182070289501	0.8461770479201183	0.8571428571428571	dairy
ENOG410XPJF	0.0	0.46101485956301946	0.5591532205405347	1.8800699591278232	0.6996358401714524	0.8662568991205029	0.6996358401714524	0.8662568991205029	0.5714285714285714	meat
ENOG410XPJG	0.0	0.6163445097226478	0.5888341328638591	1.7970478415901876	0.3979693435020378	0.2897901330061307	0.6020306564979623	0.7102098669938692	0.7142857142857143	dairy
ENOG410XPJN	0.0	0.04295468631834846	0.1369637519492498	1.1610807237251553	0.4939365871701219	0.5383307711275623	0.5060634128298781	0.5383307711275623	0.5714285714285714	dairy
ENOG410XPJV	0.0	0.5091332710560434	0.9614078309657594	1.767320134967228	0.3978038776809612	0.23902905392000603	0.6021961223190389	0.7609709460799939	0.5714285714285714	dairy
ENOG410XPJW	0.0	0.22415851503904013	0.2973903582743258	1.0136775503821145	0.5865703869377761	0.5302246837104454	0.5865703869377761	0.5302246837104454	0.7142857142857143	meat
ENOG410XPK1	0.0	0.06279557990130356	0.045741494309964145	0.9748532431931556	0.5544623775255767	0.6138669942376376	0.5544623775255767	0.6138669942376376	0.5714285714285714	meat
ENOG410XPK3	0.0	0.07849537638375022	0.2597717653969708	1.4548645806813538	0.5447979850050851	0.5578318611248889	0.5447979850050851	0.5578318611248889	0.5714285714285714	meat
ENOG410XPK9	0.0	0.11646213943750824	0.24879971567259637	1.8942409656117514	0.6070858099678118	0.5443071172130794	0.6070858099678118	0.5443071172130794	0.7142857142857143	meat
ENOG410XPKA	0.0	0.14422633784475888	0.22964039697716643	1.2796817621982697	0.48462204998981956	0.27698664636947795	0.5153779500101805	0.7230133536305221	0.5714285714285714	dairy
ENOG410XPKD	0.0	0.6351733024560203	0.5503797449324208	1.4098011434703686	0.6974537305177538	0.7901143624537795	0.6974537305177538	0.7901143624537795	0.7142857142857143	meat
