,0
COG0001,0.7282597906452822
COG0002,0.3484457825897199
COG0003,0.975049278261568
COG0004,0.7861738296435962
COG0005,0.5218916166652128
COG0006,0.297389971310122
COG0007,0.6483252985477479
COG0008,0.25246656253620203
COG0009,0.40082956075424286
COG0010,0.7422727731411581
COG0011,0.689014876856056
COG0012,0.36552074411566715
COG0013,0.2977458944621824
COG0014,0.3635935355081848
COG0015,0.30106638382291256
COG0016,0.3570356498184076
COG0017,0.5906568297579157
COG0018,0.23389475008239036
COG0019,0.38193421644911735
COG0020,0.31064713297371266
COG0021,0.6310241773743791
COG0022,0.8225298046473811
COG0024,0.2908721726262687
COG0025,0.5876486034913361
COG0026,0.670635905273143
COG0027,0.6111111630359107
COG0028,0.4249633008014034
COG0029,0.4510172038698453
COG0030,0.33145487667205464
COG0031,0.34859296095623277
COG0033,0.6988570634043821
COG0034,0.3163896840518301
COG0035,0.36457941138819666
COG0036,0.47742848510190783
COG0037,0.40968556208969553
COG0038,0.42293705659480363
COG0039,0.40500137422555493
COG0040,0.36851212560222657
COG0041,0.2958450395668834
COG0042,0.26568234921112305
COG0043,0.9314092185729822
COG0044,0.3362419032280361
COG0045,0.6010894109329986
COG0046,0.3293068396819518
COG0047,0.2981276984538372
COG0048,0.35152437345741716
COG0049,0.36186989241394446
COG0050,0.3718494515435514
COG0051,0.3406985534472973
COG0052,0.3732625397537153
COG0053,0.46639921297790854
COG0054,0.6696902926378306
COG0055,0.4383492874354947
COG0056,0.5087570241819513
COG0057,0.3552338110180093
COG0058,0.3139766517068576
COG0059,0.44260065750797445
COG0060,0.2614286131512528
COG0061,0.3624396292822802
COG0062,0.57090898734053
COG0063,0.48632072857217035
COG0064,0.42627013976666966
COG0065,0.39189176580265317
COG0066,0.4388146562026686
COG0067,0.44217248391114405
COG0068,0.8146531268646897
COG0069,0.4641337766329304
COG0070,0.30377329849813167
COG0071,0.556371000946131
COG0072,0.26742755814896546
COG0073,0.3332484414276536
COG0074,0.7360424702146514
COG0075,0.7102724079712545
COG0076,0.7555352995253404
COG0077,0.31326335393836124
COG0078,0.3338720028866458
COG0079,0.35449500227032316
COG0080,0.37719719678488733
COG0081,0.3959784274582584
COG0082,0.32993818553911075
COG0083,0.5570391894440256
COG0084,0.32306108344908413
COG0085,0.2798800276250211
COG0086,0.33005527520957967
COG0087,0.3580908422275993
COG0088,0.3061595720857889
COG0089,0.3863947547231079
COG0090,0.3012537863117903
COG0091,0.3279762597767195
COG0092,0.3499437273271688
COG0093,0.3153423007038811
COG0094,0.38776203717292945
COG0095,0.6747512044241211
COG0096,0.3999938807808763
COG0097,0.39668777218250706
COG0098,0.3501805519321394
COG0099,0.33639137109340234
COG0100,0.3124293035870089
COG0101,0.3591876990977909
COG0102,0.31705635130086834
COG0103,0.31317983150369527
COG0104,0.4006593381952455
COG0105,0.7741116327122355
COG0106,0.4616261537688952
COG0107,0.45679783655533795
COG0108,0.6692939211078073
COG0109,0.9261849968097866
COG0110,0.4872369441029016
COG0111,0.39076296670100624
COG0112,0.44743998922847167
COG0113,0.6534145223663909
COG0114,0.7619570492705315
COG0115,0.3735254413229217
COG0116,0.5845364439360416
COG0117,0.6887729047548808
COG0118,0.3804231565720868
COG0119,0.39690469058024
COG0120,0.6101270142788249
COG0121,0.9023947436404965
COG0122,0.6659307814171939
COG0123,0.9589427136078892
COG0124,0.23109339631011264
COG0125,0.5670798382946551
COG0126,0.26423911808128786
COG0127,0.4569753024914402
COG0128,0.33545180291907484
COG0129,0.287801842121796
COG0130,0.4369965636878813
COG0131,0.4271740348117843
COG0132,0.6950719930244986
COG0133,0.5691220645746952
COG0134,0.5321601844199308
COG0135,0.5297730410463604
COG0136,0.3191114773783088
COG0137,0.25738970143194567
COG0138,0.33815747950606545
COG0139,0.40209061883612285
COG0140,0.36736241668608977
COG0141,0.3250301335705261
COG0142,0.4075784464417812
COG0143,0.4138576279670783
COG0144,0.5256225061610758
COG0145,0.8439902247315876
COG0147,0.3444573284665312
COG0148,0.4361593338887519
COG0149,0.5202105064837991
COG0150,0.2873708221481863
COG0151,0.2997792705406966
COG0152,0.447811487379374
COG0153,0.37817807783515023
COG0154,0.5380115712695666
COG0155,0.8279913447678083
COG0156,0.7169752519531493
COG0157,0.47268005327112556
COG0158,0.9321648913199421
COG0159,0.33600498494437986
COG0160,0.8671695313112836
COG0161,0.7780888022883733
COG0162,0.2606651120835336
COG0163,0.907640763698052
COG0164,0.3726003134118783
COG0165,0.27357119379918987
COG0166,0.2915088478605022
COG0167,0.4632099840205113
COG0168,0.40061520730259115
COG0169,0.44208150691499276
COG0171,0.2953216834944297
COG0172,0.3413972634462745
COG0173,0.5125931526662031
COG0174,0.533946883588513
COG0175,0.7817622582475265
COG0176,0.5627989598621929
COG0177,0.3082354117421028
COG0178,0.5674896631642411
COG0179,0.5490851976140506
COG0180,0.2886838907483124
COG0181,0.6656202239699514
COG0182,0.7561967129431109
COG0183,0.8084952557858761
COG0184,0.4209734648212424
COG0185,0.47286048868318636
COG0186,0.4317864151421401
COG0187,0.3571192503328831
COG0188,0.2870005353266952
COG0189,0.8701765241664821
COG0190,0.38118731534413114
COG0191,0.5347006528967868
COG0192,0.41077465799016893
COG0193,0.31413722949538786
COG0194,0.40479084972168927
COG0195,0.23452909751895487
COG0196,0.4747186004167633
COG0197,0.3286836445851312
COG0198,0.3330739469991875
COG0199,0.4988970750812679
COG0200,0.36896024076680445
COG0201,0.4794599160822141
COG0202,0.3358820956139707
COG0203,0.307925936910922
COG0204,0.5238592182687412
COG0205,0.4560576411156873
COG0206,0.32576562978965556
COG0207,0.41003665213722856
COG0208,0.4848635331199284
COG0209,0.4207797087459684
COG0210,0.5510318408235961
COG0211,0.38144069341986286
COG0212,0.4635241546408206
COG0213,0.6984767474333643
COG0214,0.48881965230695157
COG0215,0.268007873323124
COG0216,0.23735276440034594
COG0217,0.30962133210688597
COG0218,0.48339116318817127
COG0219,0.41620812107636207
COG0220,0.34711808958603263
COG0221,0.6515744912802173
COG0222,0.3356233907516265
COG0223,0.22030208277224314
COG0224,0.4211694007700485
COG0225,0.6928480122631534
COG0226,0.3375830597119382
COG0227,0.5528586205164343
COG0228,0.48268908325197923
COG0229,0.6789467823720913
COG0230,0.6021542747087906
COG0231,0.30540073018729164
COG0232,0.3413670771083925
COG0233,0.3478233783900108
COG0234,0.4067720348758865
COG0235,0.5510962794034943
COG0236,0.553402550014154
COG0237,0.36719944569501445
COG0238,0.35110301831406493
COG0239,0.6524222465238358
COG0240,0.3310901912813095
COG0241,0.7513187455425603
COG0242,0.45317793341117096
COG0243,0.7878770324462884
COG0244,0.32298921278476855
COG0245,0.2490303724976788
COG0246,0.6850130037302169
COG0247,0.805605267095558
COG0248,0.6572308513951803
COG0249,0.47966372699861515
COG0250,0.3878638430100775
COG0251,0.630191783049521
COG0252,0.41699574371083314
COG0253,0.3703620092420872
COG0254,0.5419657470257634
COG0255,0.46232854934651446
COG0256,0.3445449829088401
COG0257,0.7005512902483721
COG0258,0.3371847288889741
COG0259,0.8411695199982379
COG0260,0.8566447152456678
COG0261,0.3642270118945646
COG0262,0.48015137497490434
COG0263,0.3608310567766677
COG0264,0.2870770180229338
COG0265,0.4982689865524624
COG0266,0.8210455861050526
COG0267,0.5781160457982538
COG0268,0.46588142512219344
COG0269,0.8958120736206294
COG0270,0.6026463490745104
COG0272,0.4152978266095685
COG0274,0.5895695639899542
COG0275,0.3795873486704337
COG0276,0.9075190448866246
COG0277,0.7104999300191966
COG0279,0.7924367292684773
COG0280,0.4573634034102649
COG0281,0.5299473156909829
COG0282,0.414299109864272
COG0283,0.3497999703810462
COG0284,0.4814855373362264
COG0285,0.36442211024910875
COG0286,0.6465352715628839
COG0287,0.5590382570159118
COG0288,0.6409326031638127
COG0289,0.2217148998355514
COG0290,0.33940064613466825
COG0291,0.4832919504983511
COG0292,0.4516252783469928
COG0293,0.9190377368655394
COG0294,0.43511256479327337
COG0295,0.4872866093927174
COG0296,0.2629384141210528
COG0297,0.6990890045065287
COG0298,0.8263741176922099
COG0299,0.5687204841391829
COG0300,0.4677695535880844
COG0301,0.5497763285658254
COG0302,0.6014663314881602
COG0303,0.740389695825547
COG0304,0.5866070613779366
COG0305,0.412758941739523
COG0306,0.499175880387229
COG0307,0.6818937351397618
COG0308,0.6348696374363135
COG0309,0.6826363354739773
COG0310,0.7510491882742535
COG0311,0.5706303092607746
COG0312,0.8313334232219624
COG0313,0.2920052512113944
COG0315,0.6802411662087097
COG0316,0.9073590375737873
COG0317,0.2756391628618863
COG0318,0.6394244303841905
COG0319,0.30243296306103534
COG0320,0.8334073901315092
COG0321,0.8064893633254406
COG0322,0.3893067178205106
COG0323,0.42872341796130986
COG0324,0.4017819349031861
COG0325,0.4198626195727237
COG0326,0.7664745028777626
COG0327,0.4263035002897448
COG0328,0.5849160661551072
COG0329,0.5198909015422196
COG0330,0.43484048985460905
COG0331,0.2818797822398931
COG0332,0.5749370186383728
COG0333,0.6290564254136509
COG0334,0.38928345883754256
COG0335,0.3452456153273747
COG0336,0.35755607627851343
COG0337,0.6059065323170194
COG0338,0.8302701264129441
COG0339,0.7911051300238303
COG0340,0.43774719877720464
COG0341,0.6343568611506106
COG0342,0.6032598192455843
COG0343,0.5376656634537743
COG0344,0.6081650425506496
COG0345,0.3139730251968489
COG0346,0.417973710877176
COG0347,0.47236004305420787
COG0348,0.6922489688152939
COG0349,0.7053808030497177
COG0350,0.6409669561966975
COG0351,0.40069243756328715
COG0352,0.4912556202544627
COG0353,0.2626206023758182
COG0354,0.8851994150979623
COG0355,0.6976791693794903
COG0356,0.2905296465426007
COG0357,0.4584720736417993
COG0358,0.36055083870542415
COG0359,0.30630881826796114
COG0360,0.4647532214899957
COG0361,0.415310832689494
COG0362,0.7298107920769039
COG0363,0.579867614498052
COG0364,0.6102751426312111
COG0365,0.7465949638000762
COG0366,0.5090533117772403
COG0367,0.6166363327802775
COG0368,0.6820585339055543
COG0369,0.8946152193580436
COG0370,0.5572734961038475
COG0371,0.5801450197045135
COG0372,0.4522477616423433
COG0373,0.7189621850383879
COG0374,0.8313121744843376
COG0375,0.8648677309689266
COG0376,0.9001954536412528
COG0377,0.8585278747925733
COG0378,0.6995518698189714
COG0379,0.36702609408072456
COG0380,0.8549038900600716
COG0381,0.7816664439096097
COG0382,0.8620738315832809
COG0383,0.7415963489810165
COG0384,0.9064035748637433
COG0385,0.5662065414003045
COG0386,0.8040729334919722
COG0387,0.9043728658060541
COG0388,0.4294021243201941
COG0389,0.37697691449460247
COG0390,0.6575475308451064
COG0391,0.8855091460110159
COG0392,0.6253386172945993
COG0393,0.8176207477519692
COG0394,0.4633497450199853
COG0395,0.5097918216473417
COG0396,0.3446494171200291
COG0397,0.9093809749939172
COG0398,0.6931894969632861
COG0399,0.5145800756814112
COG0400,0.9071707475123779
COG0401,0.9740475485821146
COG0402,0.5413005403167378
COG0403,0.8324034609090714
COG0404,0.8057297632839638
COG0405,0.894805466662004
COG0406,0.5485656617136432
COG0407,0.8153924461858557
COG0408,0.9222661041331026
COG0409,0.7915777249493676
COG0410,0.7907036146227234
COG0411,0.6057969669144323
COG0412,0.9294375929336923
COG0413,0.7306525803404492
COG0414,0.6738233350438311
COG0415,0.8998477585142054
COG0416,0.49142132362381913
COG0417,0.9198158807175685
COG0418,0.8918564268490325
COG0419,0.5456239856717133
COG0420,0.6505253713317598
COG0421,0.6323931382828062
COG0422,0.3768562215041666
COG0423,0.43014889865515016
COG0424,0.483124464376315
COG0425,0.9065373149627827
COG0426,0.5137504721951823
COG0427,0.6448423577535077
COG0428,0.5648203859601684
COG0429,0.9264062296920313
COG0430,0.944246163525188
COG0431,0.9463660649648354
COG0432,0.6981953452823885
COG0433,0.8492145251686618
COG0434,0.8027197219310227
COG0435,0.8306255074759072
COG0436,0.4782430680098916
COG0437,0.8031383793518423
COG0438,0.5679655296374954
COG0439,0.5472991515367297
COG0440,0.3358158239607349
COG0441,0.29782345864044574
COG0442,0.24937574116974626
COG0443,0.4159191560162299
COG0444,0.5604134381734491
COG0445,0.5238163854528438
COG0446,0.48470752516407545
COG0447,0.7513408779444486
COG0448,0.5640011803467796
COG0449,0.36353968193290787
COG0450,0.5545376354809034
COG0451,0.5127390330955043
COG0452,0.35553720183622906
COG0454,0.6735978020306345
COG0455,0.9676617252741397
COG0456,0.4982873011156679
COG0457,0.5937125109350642
COG0458,0.347462376369535
COG0459,0.23434973722293276
COG0460,0.29426588962017236
COG0461,0.40915501598910203
COG0462,0.3590829080214375
COG0463,0.4597862490906372
COG0464,0.7189181018028112
COG0465,0.4061056967614816
COG0466,0.5555560220068912
COG0468,0.29968290186176433
COG0469,0.23741774804671956
COG0470,0.5608930030637942
COG0471,0.664853311106549
COG0472,0.4192792687865546
COG0473,0.44027586863896295
COG0474,0.3861908376897604
COG0475,0.6678242958794224
COG0476,0.45781189850659626
COG0477,0.6485582136409298
COG0479,0.4999213238385446
COG0480,0.27306394894598224
COG0481,0.2543348944336728
COG0482,0.5393054523588029
COG0483,0.5564482042912219
COG0484,0.4044859756185282
COG0486,0.5370595867167911
COG0488,0.26919895436633706
COG0489,0.6035979845809653
COG0491,0.5816997747658204
COG0492,0.4374405713320877
COG0493,0.341164249156299
COG0494,0.36373704791688055
COG0495,0.3092811875823399
COG0496,0.844972058886557
COG0497,0.26247855857552865
COG0498,0.24899301486997283
COG0499,0.7351288467261995
COG0500,0.4309230572860923
COG0501,0.5963565422214587
COG0502,0.5664218294458849
COG0503,0.4317469069567506
COG0504,0.3442590739604446
COG0505,0.37056448331953395
COG0506,0.8530660375296996
COG0507,0.5986383952143591
COG0508,0.8476934807947787
COG0509,0.5798999371602441
COG0510,0.7772888658865523
COG0511,0.5358016887629585
COG0512,0.48601581896143214
COG0513,0.4924680931583547
COG0514,0.47231098154887546
COG0515,0.5015329382744586
COG0516,0.4271554882030028
COG0517,0.4488935612014783
COG0518,0.3734947219553646
COG0519,0.44860868314595215
COG0520,0.22553850249322957
COG0521,0.6424151299637196
COG0522,0.3846067398878119
COG0523,0.5244416511736497
COG0524,0.3707322030804114
COG0525,0.2258258306570755
COG0526,0.5902809811611268
COG0527,0.16025750148934287
COG0528,0.26101300676929845
COG0529,0.8142454358605119
COG0530,0.7430894806348183
COG0531,0.6103599845164233
COG0532,0.2986857829264907
COG0533,0.4208375551095157
COG0534,0.46042428457025136
COG0535,0.7103171570631583
COG0536,0.37607730158840874
COG0537,0.5836420686148688
COG0538,0.38867944071139016
COG0539,0.5095471228356754
COG0540,0.29231040985315065
COG0541,0.381750023989229
COG0542,0.20602586081491017
COG0543,0.4151392089815954
COG0544,0.5736487584335882
COG0545,0.6113983165427584
COG0546,0.5328653913412654
COG0547,0.33005258464977133
COG0548,0.24452281576737608
COG0549,0.6241660344948342
COG0550,0.5040042059742543
COG0551,0.49424207136920123
COG0552,0.3196009816543252
COG0553,0.5360321273238141
COG0554,0.5893732560569624
COG0555,0.8366604509360583
COG0556,0.32271426499815187
COG0557,0.43534217691989685
COG0558,0.5311472593330265
COG0559,0.6928487450502434
COG0560,0.6121169366545284
COG0561,0.49496941788106685
COG0562,0.5827340844667022
COG0563,0.38431444502267115
COG0564,0.354237377172245
COG0565,0.9072877707713304
COG0566,0.4393536424285309
COG0567,0.8723707106354301
COG0568,0.3681093919648489
COG0569,0.3767451352977574
COG0571,0.38759547104661257
COG0572,0.5173185052272805
COG0573,0.377570398234003
COG0574,0.5362082813030166
COG0575,0.4179825309602067
COG0576,0.2968518030816743
COG0577,0.5280901947334903
COG0578,0.9163976723178408
COG0579,0.6027484984920211
COG0580,0.7061209549964395
COG0581,0.40633683199739423
COG0582,0.5279636422400759
COG0583,0.3826174628047728
COG0584,0.45426617097470084
COG0585,0.8970188641787432
COG0586,0.6434092908754074
COG0587,0.29481262518754353
COG0588,0.516685322404506
COG0589,0.5931848010878997
COG0590,0.30755855363526724
COG0591,0.3785307243286037
COG0592,0.3846973635619004
COG0593,0.33081794955115135
COG0594,0.590841664914213
COG0595,0.44970933490632065
COG0596,0.5229356361134566
COG0597,0.4648660018107623
COG0598,0.27640781006488324
COG0599,0.7070387001691499
COG0600,0.555261369889827
COG0601,0.6221261784407548
COG0602,0.47237515751150294
COG0603,0.6823797550636238
COG0604,0.6940874937239131
COG0605,0.7729429091449335
COG0606,0.26306073532275637
COG0607,0.7823884095411198
COG0608,0.5166126384809546
COG0609,0.6553249158914441
COG0610,0.6992486390985841
COG0611,0.7629723140457241
COG0612,0.7757601978529305
COG0613,0.5043347864102445
COG0614,0.79422513647373
COG0615,0.8521924496149572
COG0616,0.7820223447338143
COG0617,0.43274131567032104
COG0618,0.6375884925993408
COG0619,0.43869489875558376
COG0620,0.601061878242255
COG0621,0.35616635834271515
COG0622,0.6099684231880818
COG0623,0.845902552023726
COG0624,0.3568807309364837
COG0625,0.924605796259858
COG0626,0.6515146313338332
COG0627,0.551691802958518
COG0628,0.32056656096050845
COG0629,0.4298077519344609
COG0630,0.9113660219609044
COG0631,0.5382566118871328
COG0632,0.4358169184849147
COG0633,0.9144755212135645
COG0634,0.3434220655247491
COG0635,0.47435598361505005
COG0636,0.521157834617157
COG0637,0.32852453443728247
COG0639,0.7487824615630777
COG0640,0.7101108508883286
COG0641,0.5089452684796992
COG0642,0.41244047179685694
COG0643,0.8096233057928435
COG0644,0.8716582184977821
COG0645,0.9901820428772861
COG0646,0.4770874841762075
COG0647,0.6158760729859918
COG0648,0.3530517694098943
COG0649,0.8429348056287442
COG0650,0.8100085629624759
COG0651,0.8053674893119761
COG0652,0.3524762575146213
COG0653,0.2814971630231338
COG0654,0.9610832148325035
COG0655,0.5564521760181966
COG0656,0.5331611372284931
COG0657,0.5323001786905365
COG0658,0.5270664481379368
COG0659,0.700051072501146
COG0661,0.5302570687508343
COG0662,0.7262066764829291
COG0663,0.5967562053112171
COG0664,0.38536260830380714
COG0665,0.8129947605831839
COG0666,0.7445547045872228
COG0667,0.5097781074980527
COG0668,0.4882602538833034
COG0669,0.33132131691157074
COG0670,0.5771048447133793
COG0671,0.5775424690441451
COG0672,0.6760852414858032
COG0673,0.46750839754300205
COG0674,0.5157609381110312
COG0675,0.8564365656849771
COG0676,0.6937780020838871
COG0677,0.8610573513200266
COG0679,0.6008778912342988
COG0680,0.7893387198586654
COG0681,0.34349706302123484
COG0682,0.3137671886871551
COG0683,0.69072171225102
COG0684,0.8663506811527515
COG0685,0.5001369340179144
COG0686,0.8537534886384581
COG0687,0.5425858062362415
COG0688,0.6404360429570022
COG0689,0.5588538973659016
COG0691,0.33898088043057356
COG0692,0.3616981599710232
COG0693,0.5933171394339707
COG0695,0.730523174551417
COG0696,0.5481871541604046
COG0697,0.41088011785005424
COG0698,0.4890898793784155
COG0699,0.9200805222431093
COG0700,0.6507315711192466
COG0701,0.6859857484469178
COG0702,0.8906914215663123
COG0703,0.38211994334330224
COG0704,0.4691686731257918
COG0705,0.5689548606489662
COG0706,0.36246571368607516
COG0707,0.44443366034625265
COG0708,0.3317623966787161
COG0709,0.5836637637649885
COG0710,0.5956026326120254
COG0711,0.3721634270869535
COG0712,0.5366054093959037
COG0713,0.8247904540119879
COG0714,0.396385902764193
COG0715,0.4771216755467931
COG0716,0.4339230032842045
COG0717,0.7009481974902765
COG0718,0.5227974606106187
COG0719,0.3816528887187258
COG0720,0.6870339578317796
COG0721,0.5181748964453162
COG0722,0.5035944279081144
COG0724,0.8649987855109703
COG0725,0.5640041049269814
COG0726,0.45969169698957923
COG0727,0.8241742858179484
COG0728,0.6654115845503233
COG0729,0.9320632604291275
COG0730,0.626771284923174
COG0731,0.8263064452443852
COG0732,0.7456653374554044
COG0733,0.6008672935260543
COG0735,0.5875808083663299
COG0736,0.6089690670996358
COG0737,0.5568133133023804
COG0738,0.6719532415452739
COG0739,0.5012938432616786
COG0740,0.32665762545720806
COG0741,0.5656766809122856
COG0742,0.3819322487410816
COG0743,0.2580559535101415
COG0744,0.5486376379301744
COG0745,0.3593215117145659
COG0746,0.887692346415404
COG0747,0.6650138575232756
COG0749,0.34734038543919754
COG0750,0.4886996814555727
COG0751,0.7628823888049104
COG0752,0.7841113178336881
COG0753,0.8725436177718233
COG0754,0.8093537891715002
COG0755,0.8723495751243486
COG0756,0.3570667536779615
COG0757,0.5415681971491625
COG0758,0.6429677481112485
COG0759,0.6004868549999192
COG0760,0.732132932423191
COG0761,0.3975962279707642
COG0762,0.7917698283754858
COG0763,0.7846324826419073
COG0764,0.5715664872574997
COG0765,0.5263840041147219
COG0766,0.2870723933108216
COG0767,0.7179691177904567
COG0768,0.32072430548351133
COG0769,0.4560995255135433
COG0770,0.2770310751638897
COG0771,0.319990485678807
COG0772,0.2508539462449338
COG0773,0.3952555156825069
COG0774,0.7790543502172032
COG0775,0.3118732174502496
COG0776,0.4308244700054871
COG0777,0.5825718896083234
COG0778,0.4014482935753209
COG0779,0.552738172879403
COG0780,0.6594710537273764
COG0781,0.4787589097947383
COG0782,0.5011136885208046
COG0783,0.8422668382269268
COG0784,0.6196396070246307
COG0785,0.7565244456236633
COG0786,0.8060141776211307
COG0787,0.3591400285650129
COG0788,0.8133552079050881
COG0789,0.45202089579942306
COG0790,0.8131982643205123
COG0791,0.5667679056099519
COG0792,0.4528882029118234
COG0793,0.7406982358883869
COG0794,0.7613755424022428
COG0795,0.8241962885859414
COG0796,0.3184158439796667
COG0797,0.8761602233490055
