feature	diet_dairy	diet_meat	time_baseline	time_endpoint	n_embeddings	max_hits
ENOG410XS1X	2	5	7	0	7	7
ENOG410ZVE2	0	7	6	1	7	7
ENOG410ZVKR	0	7	6	1	7	7
COG5495	4	3	0	7	7	7
ENOG4111NK7	5	2	0	7	7	7
ENOG4111UDY	0	7	3	4	7	7
ENOG4111UEH	5	2	0	7	7	7
ENOG4111UIX	5	2	0	7	7	7
ENOG4111UPZ	7	0	2	5	7	7
ENOG4111URT	2	5	0	7	7	7
ENOG4111UTW	1	6	7	0	7	7
ENOG4111UX1	5	2	0	7	7	7
ENOG4111UXR	1	6	7	0	7	7
ENOG4111UY6	4	3	0	7	7	7
ENOG4111V59	4	3	0	7	7	7
ENOG4111V6N	0	7	7	0	7	7
ENOG4111VXM	7	0	4	3	7	7
ENOG4111WA6	1	6	7	0	7	7
ENOG4111WBC	0	7	5	2	7	7
ENOG4111WBG	4	3	0	7	7	7
ENOG4111WCW	0	7	5	2	7	7
ENOG4111WR2	6	1	7	0	7	7
ENOG4111X32	0	7	5	2	7	7
ENOG4111XHJ	2	5	7	0	7	7
ENOG4111XUI	2	5	0	7	7	7
ENOG4111XUP	5	2	0	7	7	7
ENOG4111XY5	2	5	0	7	7	7
ENOG4111XY8	2	5	7	0	7	7
ENOG4111U6K	0	7	6	1	7	7
ENOG4111U0Q	0	7	5	2	7	7
ENOG4111TPB	0	7	3	4	7	7
ENOG4111QDA	0	7	7	0	7	7
ENOG4111NX4	4	3	0	7	7	7
ENOG4111NXZ	0	7	4	3	7	7
ENOG4111NYT	2	5	7	0	7	7
ENOG4111P6R	2	5	7	0	7	7
ENOG4111PQG	0	7	7	0	7	7
ENOG4111PR2	2	5	7	0	7	7
ENOG4111PS2	0	7	3	4	7	7
ENOG4111Q5N	3	4	7	0	7	7
ENOG4111Q8R	2	5	7	0	7	7
ENOG4111Q95	3	4	7	0	7	7
ENOG4111QEZ	2	5	0	7	7	7
ENOG4111THK	4	3	0	7	7	7
ENOG4111QPQ	0	7	5	2	7	7
ENOG4111QWZ	7	0	3	4	7	7
ENOG4111R49	2	5	0	7	7	7
ENOG4111R8J	4	3	0	7	7	7
ENOG4111RJG	0	7	6	1	7	7
ENOG4111RR2	2	5	0	7	7	7
ENOG4111RVU	3	4	0	7	7	7
ENOG4111SF2	7	0	3	4	7	7
ENOG4111SNC	4	3	0	7	7	7
ENOG4111TA0	7	0	3	4	7	7
ENOG4111XYH	1	6	7	0	7	7
ENOG4111YYX	2	5	7	0	7	7
ENOG4111Z5W	5	2	0	7	7	7
ENOG41125VV	5	2	0	7	7	7
ENOG41123YZ	0	7	3	4	7	7
ENOG411241G	4	3	0	7	7	7
ENOG411247I	2	5	7	0	7	7
ENOG411249J	4	3	0	7	7	7
ENOG41124FW	4	3	0	7	7	7
ENOG41124WQ	0	7	5	2	7	7
ENOG41125BR	4	3	0	7	7	7
ENOG41125HS	0	7	4	3	7	7
ENOG41125I4	0	7	5	2	7	7
ENOG41125KS	0	7	6	1	7	7
ENOG41126E4	4	3	0	7	7	7
ENOG41123QH	3	4	0	7	7	7
ENOG41126XN	2	5	0	7	7	7
ENOG41126YZ	3	4	7	0	7	7
ENOG41127S9	0	7	5	2	7	7
ENOG41127X0	2	5	7	0	7	7
ENOG41127XA	3	4	0	7	7	7
ENOG41127ZD	4	3	0	7	7	7
ENOG41128VE	2	5	0	7	7	7
ENOG41129AH	7	0	4	3	7	7
ENOG4112AHB	4	3	0	7	7	7
ENOG4112AP8	3	4	0	7	7	7
ENOG41123UM	0	7	4	3	7	7
ENOG41123QB	0	7	5	2	7	7
ENOG4111ZBD	3	4	0	7	7	7
ENOG41121XC	4	3	0	7	7	7
ENOG4111ZNI	3	4	7	0	7	7
ENOG411203M	1	6	7	0	7	7
ENOG41120BR	1	6	7	0	7	7
ENOG41120Q3	4	3	0	7	7	7
ENOG411211N	0	7	7	0	7	7
ENOG411215N	0	7	7	0	7	7
ENOG41121NJ	0	7	6	1	7	7
ENOG41121NM	4	3	0	7	7	7
ENOG41121PF	2	5	0	7	7	7
ENOG41121U6	0	7	5	2	7	7
ENOG4112231	5	2	0	7	7	7
ENOG41123N6	5	2	7	0	7	7
ENOG4112242	4	3	0	7	7	7
ENOG4112250	3	4	0	7	7	7
ENOG411226D	5	2	0	7	7	7
ENOG41122TR	4	3	0	7	7	7
ENOG41122U9	3	4	0	7	7	7
ENOG41122UX	2	5	0	7	7	7
ENOG41122Z1	5	2	0	7	7	7
ENOG4112303	0	7	5	2	7	7
ENOG41123B5	3	4	0	7	7	7
ENOG41123MJ	7	0	4	3	7	7
ENOG4111NSJ	3	4	0	7	7	7
ENOG4111NGP	4	3	0	7	7	7
ENOG410ZVNJ	2	5	7	0	7	7
ENOG4111NCU	5	2	0	7	7	7
ENOG4110BMM	0	7	6	1	7	7
ENOG4110GJF	1	6	0	7	7	7
ENOG4110GRU	0	7	3	4	7	7
ENOG4110J45	2	5	0	7	7	7
ENOG4110XMY	4	3	0	7	7	7
ENOG4110Z4K	5	2	0	7	7	7
ENOG411138E	2	5	0	7	7	7
ENOG41115XM	2	5	7	0	7	7
ENOG411162A	2	5	7	0	7	7
ENOG41119MM	1	6	7	0	7	7
ENOG4111APV	0	7	6	1	7	7
ENOG4111EYA	3	4	7	0	7	7
ENOG4111F11	3	4	0	7	7	7
ENOG4111FHM	5	2	0	7	7	7
ENOG4111FJH	3	4	7	0	7	7
ENOG4111FMS	4	3	7	0	7	7
ENOG4111FPD	4	3	0	7	7	7
ENOG4111FPU	2	5	0	7	7	7
ENOG4111FRH	0	7	4	3	7	7
ENOG4111FRY	4	3	0	7	7	7
ENOG4111FTJ	0	7	5	2	7	7
ENOG4111FXP	5	2	0	7	7	7
ENOG4111G0A	1	6	0	7	7	7
ENOG41104JX	2	5	7	0	7	7
ENOG41103Y5	3	4	0	7	7	7
ENOG41103AX	3	4	7	0	7	7
ENOG410ZWGT	4	3	0	7	7	7
ENOG410ZVPT	4	3	0	7	7	7
ENOG410ZVQG	0	7	5	2	7	7
ENOG410ZVS8	5	2	7	0	7	7
ENOG410ZVW5	3	4	7	0	7	7
ENOG410ZVWB	0	7	4	3	7	7
ENOG410ZVWW	2	5	7	0	7	7
ENOG410ZVZG	5	2	0	7	7	7
ENOG410ZW2I	4	3	0	7	7	7
ENOG410ZWBR	7	0	3	4	7	7
ENOG410ZWEQ	4	3	7	0	7	7
ENOG410ZY5P	4	3	7	0	7	7
ENOG41102WG	0	7	6	1	7	7
ENOG410ZYD6	0	7	3	4	7	7
ENOG410ZYD9	0	7	3	4	7	7
ENOG410ZYUF	0	7	5	2	7	7
ENOG410ZZE8	3	4	0	7	7	7
ENOG410ZZGV	3	4	0	7	7	7
ENOG410ZZIS	6	1	0	7	7	7
ENOG410ZZRT	3	4	0	7	7	7
ENOG41100B0	2	5	7	0	7	7
ENOG41101IZ	4	3	0	7	7	7
ENOG41102SE	1	6	7	0	7	7
ENOG4111G10	0	7	5	2	7	7
ENOG4111G1G	3	4	7	0	7	7
ENOG4111G5T	3	4	0	7	7	7
ENOG4111K1F	5	2	0	7	7	7
ENOG4111IWS	3	4	7	0	7	7
ENOG4111IX6	2	5	0	7	7	7
ENOG4111J3F	5	2	0	7	7	7
ENOG4111JH1	1	6	7	0	7	7
ENOG4111JHW	4	3	0	7	7	7
ENOG4111JJ1	3	4	7	0	7	7
ENOG4111JSY	2	5	7	0	7	7
ENOG4111JTP	2	5	7	0	7	7
ENOG4111JUF	3	4	0	7	7	7
ENOG4111JZ3	3	4	0	7	7	7
ENOG4111K1X	4	3	0	7	7	7
ENOG4111IR8	2	5	7	0	7	7
ENOG4111KET	3	4	0	7	7	7
ENOG4111MD3	1	6	0	7	7	7
ENOG4111MTK	2	5	7	0	7	7
ENOG4111N5G	2	5	0	7	7	7
ENOG4111N5J	2	5	0	7	7	7
ENOG4111N5P	1	6	7	0	7	7
ENOG4111N5Z	3	4	0	7	7	7
ENOG4111N6F	0	7	3	4	7	7
ENOG4111NAR	5	2	0	7	7	7
ENOG4111NAW	1	6	7	0	7	7
ENOG4111IRS	0	7	1	6	7	7
ENOG4111IKZ	5	2	0	7	7	7
ENOG4111GFD	5	2	0	7	7	7
ENOG4111H83	0	7	3	4	7	7
ENOG4111GFI	5	2	0	7	7	7
ENOG4111GJG	0	7	1	6	7	7
ENOG4111GM9	7	0	1	6	7	7
ENOG4111GTZ	0	7	4	3	7	7
ENOG4111GVV	2	5	0	7	7	7
ENOG4111GW7	0	7	4	3	7	7
ENOG4111H02	2	5	7	0	7	7
ENOG4111H0I	5	2	0	7	7	7
ENOG4111H3W	4	3	0	7	7	7
ENOG4111H48	4	3	0	7	7	7
ENOG4111HE2	0	7	5	2	7	7
ENOG4111IKE	1	6	7	0	7	7
ENOG4111HFM	2	5	7	0	7	7
ENOG4111HK7	4	3	0	7	7	7
ENOG4111HPT	0	7	6	1	7	7
ENOG4111HS0	2	5	7	0	7	7
ENOG4111HYX	4	3	0	7	7	7
ENOG4111I84	4	3	0	7	7	7
ENOG4111I8C	3	4	0	7	7	7
ENOG4111ICX	0	7	6	1	7	7
ENOG4111IDI	3	4	0	7	7	7
ENOG4111IHQ	4	3	7	0	7	7
COG5525	0	7	4	3	7	7
COG5476	4	3	0	7	7	7
COG0102	3	4	0	7	7	7
COG0713	3	4	7	0	7	7
COG1085	0	7	3	4	7	7
COG1087	0	7	4	3	7	7
COG1126	0	7	3	4	7	7
COG1129	1	6	0	7	7	7
COG1134	0	7	2	5	7	7
COG1135	0	7	6	1	7	7
COG1143	6	1	7	0	7	7
COG1151	3	4	0	7	7	7
COG1159	0	7	3	4	7	7
COG1167	0	7	3	4	7	7
COG1168	0	7	4	3	7	7
COG1173	0	7	4	3	7	7
COG1189	0	7	4	3	7	7
COG1193	4	3	0	7	7	7
COG1194	0	7	5	2	7	7
COG1197	0	7	1	6	7	7
COG1208	7	0	5	2	7	7
COG1211	0	7	5	2	7	7
COG1221	1	6	7	0	7	7
COG1225	0	7	5	2	7	7
COG1232	0	7	4	3	7	7
COG1249	0	7	4	3	7	7
COG1251	3	4	7	0	7	7
COG1080	0	7	2	5	7	7
COG1057	0	7	5	2	7	7
COG1055	3	4	0	7	7	7
COG0806	0	7	3	4	7	7
COG0719	2	5	7	0	7	7
COG0747	0	7	5	2	7	7
COG0750	5	2	0	7	7	7
COG0762	0	7	5	2	7	7
COG0765	0	7	6	1	7	7
COG0792	1	6	7	0	7	7
COG0796	0	7	4	3	7	7
COG0797	4	3	7	0	7	7
COG0803	0	7	6	1	7	7
COG0804	3	4	0	7	7	7
COG0816	0	7	5	2	7	7
COG1028	1	6	7	0	7	7
COG0830	3	4	0	7	7	7
COG0833	2	5	7	0	7	7
COG0837	2	5	7	0	7	7
COG0839	0	7	6	1	7	7
COG0848	0	7	7	0	7	7
COG0849	7	0	4	3	7	7
COG0857	0	7	6	1	7	7
COG0858	0	7	6	1	7	7
COG0861	0	7	6	1	7	7
COG1007	3	4	7	0	7	7
COG1267	3	4	7	0	7	7
COG1271	4	3	7	0	7	7
COG1278	0	7	4	3	7	7
COG1624	5	2	0	7	7	7
COG1530	0	7	4	3	7	7
COG1539	0	7	6	1	7	7
COG1541	7	0	2	5	7	7
COG1546	0	7	3	4	7	7
COG1553	3	4	7	0	7	7
COG1589	0	7	5	2	7	7
COG1597	0	7	6	1	7	7
COG1605	2	5	7	0	7	7
COG1609	0	7	7	0	7	7
COG1611	0	7	6	1	7	7
COG1629	3	4	7	0	7	7
COG1511	0	7	5	2	7	7
COG1637	0	7	5	2	7	7
COG1651	0	7	6	1	7	7
COG1654	3	4	0	7	7	7
COG1670	0	7	6	1	7	7
COG1674	0	7	4	3	7	7
COG1682	0	7	6	1	7	7
COG1684	1	6	0	7	7	7
COG1702	0	7	3	4	7	7
COG1704	0	7	5	2	7	7
COG1713	4	3	0	7	7	7
COG1526	2	5	0	7	7	7
COG1502	4	3	0	7	7	7
COG1283	3	4	0	7	7	7
COG1399	0	7	6	1	7	7
COG1284	4	3	0	7	7	7
COG1286	0	7	4	3	7	7
COG1322	0	7	6	1	7	7
COG1348	3	4	0	7	7	7
COG1351	2	5	0	7	7	7
COG1354	0	7	2	5	7	7
COG1358	3	4	0	7	7	7
COG1359	3	4	7	0	7	7
COG1368	0	7	4	3	7	7
COG1385	0	7	5	2	7	7
COG1419	2	5	0	7	7	7
COG1495	1	6	7	0	7	7
COG1451	0	7	3	4	7	7
COG1452	1	6	7	0	7	7
COG1453	3	4	0	7	7	7
COG1454	3	4	0	7	7	7
COG1457	0	7	3	4	7	7
COG1464	0	7	5	2	7	7
COG1473	1	6	7	0	7	7
COG1485	1	6	7	0	7	7
COG1487	0	7	6	1	7	7
COG1488	0	7	2	5	7	7
COG0718	3	4	0	7	7	7
COG0709	4	3	0	7	7	7
COG1735	2	5	7	0	7	7
COG0705	0	7	6	1	7	7
COG0258	0	7	6	1	7	7
COG0262	0	7	5	2	7	7
COG0263	0	7	6	1	7	7
COG0268	0	7	2	5	7	7
COG0285	0	7	1	6	7	7
COG0293	0	7	5	2	7	7
COG0295	3	4	0	7	7	7
COG0298	0	7	3	4	7	7
COG0302	0	7	4	3	7	7
COG0321	7	0	7	0	7	7
COG0322	0	7	4	3	7	7
COG0325	0	7	5	2	7	7
COG0328	0	7	5	2	7	7
COG0349	0	7	2	5	7	7
COG0358	3	4	0	7	7	7
COG0359	0	7	4	3	7	7
COG0360	0	7	4	3	7	7
COG0363	0	7	5	2	7	7
COG0364	0	7	5	2	7	7
COG0366	0	7	5	2	7	7
COG0384	4	3	7	0	7	7
COG0392	0	7	6	1	7	7
COG0406	0	7	5	2	7	7
COG0255	0	7	3	4	7	7
COG0253	0	7	2	5	7	7
COG0248	0	7	6	1	7	7
COG0180	0	7	3	4	7	7
COG0111	0	7	6	1	7	7
COG0116	5	2	0	7	7	7
COG0121	2	5	7	0	7	7
COG0122	4	3	0	7	7	7
COG0127	0	7	2	5	7	7
COG0141	0	7	7	0	7	7
COG0142	1	6	7	0	7	7
COG0152	1	6	0	7	7	7
COG0157	0	7	6	1	7	7
COG0166	5	2	0	7	7	7
COG0185	0	7	5	2	7	7
COG0242	0	7	5	2	7	7
COG0198	0	7	4	3	7	7
COG0199	0	7	5	2	7	7
COG0200	1	6	0	7	7	7
COG0208	0	7	4	3	7	7
COG0212	0	7	4	3	7	7
COG0220	0	7	5	2	7	7
COG0225	0	7	3	4	7	7
COG0227	0	7	5	2	7	7
COG0231	0	7	5	2	7	7
COG0237	0	7	4	3	7	7
COG0410	0	7	5	2	7	7
COG0411	1	6	0	7	7	7
COG0413	7	0	4	3	7	7
COG0640	2	5	0	7	7	7
COG0572	5	2	0	7	7	7
COG0580	0	7	3	4	7	7
COG0582	0	7	3	4	7	7
COG0595	0	7	3	4	7	7
COG0596	2	5	7	0	7	7
COG0608	4	3	0	7	7	7
COG0626	0	7	6	1	7	7
COG0629	0	7	4	3	7	7
COG0634	0	7	4	3	7	7
COG0637	1	6	7	0	7	7
COG0642	3	4	0	7	7	7
COG0564	3	4	0	7	7	7
COG0647	0	7	5	2	7	7
COG0656	0	7	7	0	7	7
COG0661	0	7	4	3	7	7
COG0667	0	7	3	4	7	7
COG0670	0	7	6	1	7	7
COG0683	0	7	4	3	7	7
COG0689	0	7	7	0	7	7
COG0695	0	7	5	2	7	7
COG0697	0	7	6	1	7	7
COG0701	0	7	6	1	7	7
COG0566	0	7	3	4	7	7
COG0559	0	7	5	2	7	7
COG0415	2	5	7	0	7	7
COG0504	0	7	1	6	7	7
COG0418	4	3	7	0	7	7
COG0424	0	7	3	4	7	7
COG0426	3	4	0	7	7	7
COG0456	0	7	4	3	7	7
COG0464	0	7	6	1	7	7
COG0470	0	7	4	3	7	7
COG0472	1	6	7	0	7	7
COG0473	0	7	3	4	7	7
COG0494	0	7	3	4	7	7
COG0503	0	7	4	3	7	7
COG0505	0	7	4	3	7	7
COG0556	0	7	5	2	7	7
COG0516	0	7	5	2	7	7
COG0518	0	7	4	3	7	7
COG0524	0	7	5	2	7	7
COG0525	0	7	5	2	7	7
COG0531	1	6	7	0	7	7
COG0534	5	2	0	7	7	7
COG0537	0	7	6	1	7	7
COG0538	0	7	4	3	7	7
COG0550	0	7	2	5	7	7
COG0553	0	7	4	3	7	7
COG1729	2	5	7	0	7	7
COG1740	4	3	7	0	7	7
COG5430	1	6	7	0	7	7
COG3132	1	6	7	0	7	7
COG3527	0	7	5	2	7	7
COG3530	5	2	7	0	7	7
COG3543	5	2	0	7	7	7
COG3558	2	5	7	0	7	7
COG3583	0	7	3	4	7	7
COG3627	2	5	7	0	7	7
COG3662	0	7	6	1	7	7
COG3698	3	4	7	0	7	7
COG3707	0	7	6	1	7	7
COG3709	1	6	7	0	7	7
COG3724	2	5	7	0	7	7
COG3764	0	7	4	3	7	7
COG3778	4	3	7	0	7	7
COG3781	3	4	7	0	7	7
COG3797	5	2	0	7	7	7
COG3856	0	7	5	2	7	7
COG3859	2	5	0	7	7	7
COG3875	4	3	0	7	7	7
COG3886	0	7	4	3	7	7
COG3892	1	6	7	0	7	7
COG3920	0	7	5	2	7	7
COG3921	2	5	7	0	7	7
COG3954	4	3	7	0	7	7
COG3517	3	4	7	0	7	7
COG3493	4	3	0	7	7	7
COG3491	2	5	7	0	7	7
COG3266	2	5	7	0	7	7
COG3154	0	7	6	1	7	7
COG3157	2	5	7	0	7	7
COG3161	2	5	7	0	7	7
COG3165	3	4	7	0	7	7
COG3166	0	7	7	0	7	7
COG3204	2	5	7	0	7	7
COG3206	2	5	7	0	7	7
COG3227	2	5	7	0	7	7
COG3257	1	6	7	0	7	7
COG3264	3	4	7	0	7	7
COG3280	2	5	7	0	7	7
COG3484	3	4	7	0	7	7
COG3283	2	5	7	0	7	7
COG3288	0	7	5	2	7	7
COG3311	3	4	7	0	7	7
COG3340	0	7	4	3	7	7
COG3383	5	2	0	7	7	7
COG3423	0	7	7	0	7	7
COG3440	1	6	7	0	7	7
COG3442	0	7	4	3	7	7
COG3467	0	7	6	1	7	7
COG3480	0	7	5	2	7	7
COG3956	2	5	0	7	7	7
COG3960	3	4	7	0	7	7
COG3969	4	3	7	0	7	7
COG4850	0	7	4	3	7	7
COG4636	4	3	0	7	7	7
COG4646	5	2	0	7	7	7
COG4674	3	4	7	0	7	7
COG4685	0	7	7	0	7	7
COG4716	0	7	4	3	7	7
COG4721	0	7	3	4	7	7
COG4735	1	6	7	0	7	7
COG4753	3	4	0	7	7	7
COG4766	4	3	7	0	7	7
COG4773	0	7	7	0	7	7
COG4870	3	4	0	7	7	7
COG4598	3	4	7	0	7	7
COG4912	5	2	0	7	7	7
COG4943	2	5	7	0	7	7
COG4948	0	7	5	2	7	7
COG4974	4	3	7	0	7	7
COG5006	0	7	4	3	7	7
COG5279	4	3	0	7	7	7
COG5281	1	6	7	0	7	7
COG5282	0	7	6	1	7	7
COG5383	2	5	7	0	7	7
COG5405	1	6	7	0	7	7
COG4608	2	5	0	7	7	7
COG4585	0	7	4	3	7	7
COG4086	5	2	0	7	7	7
COG4253	0	7	5	2	7	7
COG4121	5	2	7	0	7	7
COG4147	1	6	7	0	7	7
COG4150	0	7	4	3	7	7
COG4172	0	7	3	4	7	7
COG4177	0	7	5	2	7	7
COG4181	0	7	7	0	7	7
COG4191	1	6	7	0	7	7
COG4229	1	6	7	0	7	7
COG4231	7	0	4	3	7	7
COG4243	0	7	5	2	7	7
COG4377	3	4	0	7	7	7
COG4579	2	5	7	0	7	7
COG4379	0	7	6	1	7	7
COG4430	4	3	7	0	7	7
COG4463	3	4	0	7	7	7
COG4472	3	4	0	7	7	7
COG4481	1	6	0	7	7	7
COG4485	5	2	0	7	7	7
COG4496	2	5	0	7	7	7
COG4512	2	5	0	7	7	7
COG4558	0	7	4	3	7	7
COG4559	0	7	3	4	7	7
COG3135	1	6	7	0	7	7
COG3126	0	7	6	1	7	7
COG1744	2	5	0	7	7	7
COG3121	1	6	7	0	7	7
COG2030	0	7	5	2	7	7
COG2039	0	7	4	3	7	7
COG2062	0	7	4	3	7	7
COG2068	3	4	0	7	7	7
COG2076	3	4	7	0	7	7
COG2109	2	5	0	7	7	7
COG2132	2	5	7	0	7	7
COG2135	0	7	4	3	7	7
COG2142	2	5	7	0	7	7
COG2148	4	3	0	7	7	7
COG2170	0	7	6	1	7	7
COG2171	0	7	6	1	7	7
COG2175	1	6	7	0	7	7
COG2177	2	5	0	7	7	7
COG2184	0	7	4	3	7	7
COG2190	0	7	3	4	7	7
COG2197	0	7	6	1	7	7
COG2215	3	4	7	0	7	7
COG2227	2	5	7	0	7	7
COG2239	2	5	0	7	7	7
COG2249	0	7	5	2	7	7
COG2303	1	6	7	0	7	7
COG2313	1	6	7	0	7	7
COG2025	4	3	0	7	7	7
COG2022	0	7	3	4	7	7
COG2008	0	7	3	4	7	7
COG1843	3	4	0	7	7	7
COG1752	7	0	2	5	7	7
COG1760	0	7	4	3	7	7
COG1765	0	7	5	2	7	7
COG1768	3	4	0	7	7	7
COG1770	0	7	6	1	7	7
COG1774	4	3	0	7	7	7
COG1776	3	4	0	7	7	7
COG1794	0	7	5	2	7	7
COG1799	0	7	4	3	7	7
COG1826	2	5	7	0	7	7
COG1846	3	4	0	7	7	7
COG2001	0	7	6	1	7	7
COG1854	0	7	6	1	7	7
COG1887	4	3	0	7	7	7
COG1910	3	4	0	7	7	7
COG1922	7	0	4	3	7	7
COG1925	5	2	0	7	7	7
COG1929	0	7	4	3	7	7
COG1946	0	7	5	2	7	7
COG1953	1	6	7	0	7	7
COG1957	0	7	7	0	7	7
COG1961	3	4	0	7	7	7
COG2316	3	4	0	7	7	7
COG2321	2	5	7	0	7	7
COG2323	0	7	5	2	7	7
COG3031	3	4	7	0	7	7
COG2981	1	6	7	0	7	7
COG2987	4	3	0	7	7	7
COG2992	3	4	7	0	7	7
COG2999	3	4	7	0	7	7
COG3001	0	7	6	1	7	7
COG3004	0	7	6	1	7	7
COG3010	0	7	2	5	7	7
COG3013	2	5	7	0	7	7
COG3017	1	6	7	0	7	7
COG3027	0	7	5	2	7	7
COG3041	0	7	3	4	7	7
COG2974	1	6	7	0	7	7
COG3044	4	3	0	7	7	7
COG3050	3	4	7	0	7	7
COG3060	1	6	7	0	7	7
COG3066	2	5	7	0	7	7
COG3079	3	4	7	0	7	7
COG3083	2	5	7	0	7	7
COG3085	2	5	7	0	7	7
COG3101	0	7	6	1	7	7
COG3111	2	5	7	0	7	7
COG3118	0	7	5	2	7	7
COG2980	1	6	7	0	7	7
COG2972	3	4	0	7	7	7
COG2331	0	7	4	3	7	7
COG2807	2	5	7	0	7	7
COG2351	1	6	7	0	7	7
COG2372	2	5	7	0	7	7
COG2386	0	7	6	1	7	7
COG2390	1	6	7	0	7	7
COG2426	4	3	0	7	7	7
COG2503	0	7	3	4	7	7
COG2518	1	6	7	0	7	7
COG2716	3	4	7	0	7	7
COG2733	1	6	7	0	7	7
COG2739	3	4	0	7	7	7
COG2814	0	7	6	1	7	7
COG2964	3	4	7	0	7	7
COG2815	3	4	0	7	7	7
COG2821	2	5	7	0	7	7
COG2824	0	7	4	3	7	7
COG2878	5	2	0	7	7	7
COG2908	5	2	7	0	7	7
COG2916	0	7	5	2	7	7
COG2933	3	4	7	0	7	7
COG2937	1	6	7	0	7	7
COG2944	2	5	7	0	7	7
COG2949	4	3	7	0	7	7
k_Bacteria.p_Firmicutes.c_Clostridia.o_Candidatus.Metalachnospira..no.order.in.NCBI..f_Candidatus.Metalachnospira..no.family.in.NCBI..g_Candidatus.Metalachnospira.s_Candidatus.Metalachnospira.gallinarum	3	4	0	7	7	7
