mode	microbiome-5-month-old	microbiome-12-month-old	microbiome (combined)	metabolites-5-month-old	metabolites-12-month-old	metabolites (combined)	everything (combined)
hit_fraction_prob	0.14985795454545456	0.1541524459613197	0.1530851984666749	0.12950391644908615	0.16132264529058116	0.14040508067284585	0.14972727272727274
hit_fraction_z	0.0012033694344163659	0.0007792713812585232	0.0009179124049305009	0.0	0.003161222339304531	0.0011049723756906078	0.0009670244657189827
max_z	0.0008	0.01634559252772913	0.011390416339355853	0.0022611644997173543	0.018367346938775512	0.008002910149145144	0.010493886589005488
mean_confidence	0.1808972503617945	0.20782442748091604	0.19897512810898638	0.19637139807897544	0.25430597771023306	0.2163579168123034	0.20355367335665622
mean_prob	0.3314575126617895	0.24286524286524286	0.28092433167195285	0.36963979416809606	0.2825024437927664	0.34307004470938895	0.2980382500205204
mean_z	0.3036616161616162	0.2995160089352197	0.3019685962034216	0.25627883136852897	0.3826571201272872	0.3057980049875312	0.3030148185998978
median_confidence	0.044939429464634625	0.08338169858773457	0.07092932953662956	0.07962138084632517	0.11398963730569948	0.09163346613545817	0.0763802803470964
median_prob	0.21294774893197502	0.11919892162526478	0.15481832543443919	0.2964580300824842	0.14765784114052954	0.24884944115713348	0.18019696566409368
median_z	0.296875	0.3137110167927662	0.3096446700507614	0.3	0.35311795642374155	0.3220186242114749	0.3130782695673918
