mode	microbiome-5-month-old	microbiome-12-month-old	microbiome (combined)	metabolites-5-month-old	metabolites-12-month-old	metabolites (combined)	everything (combined)
hit_fraction_prob	0.16927396710790213	0.15841777084957132	0.16236065573770492	0.1404303510758777	0.17019027484143764	0.15081120943952803	0.15933056012382704
hit_fraction_z	0.0012033694344163659	0.000779423226812159	0.0009180327868852459	0.0	0.003171247357293869	0.0011061946902654867	0.0009673986649898423
max_z	0.0008022462896109105	0.01636788776305534	0.01140983606557377	0.0022650056625141564	0.019027484143763214	0.008112094395280236	0.01054464544838928
mean_confidence	0.20056157240272765	0.21219797349961028	0.20878688524590164	0.20838052095130238	0.2653276955602537	0.2282448377581121	0.21389184482925414
mean_prob	0.4725230645808263	0.25038971161340606	0.32524590163934425	0.4881087202718007	0.3054968287526427	0.4244100294985251	0.35126245525781175
mean_z	0.385880465302848	0.313522992985191	0.3379672131147541	0.28312570781426954	0.5084566596194503	0.36172566371681414	0.34420044500338587
median_confidence	0.04612916165262736	0.08398285268901014	0.07186885245901639	0.08097395243488109	0.11627906976744186	0.09328908554572271	0.07748863306568637
median_prob	0.259927797833935	0.12061574434918161	0.16708196721311475	0.3459796149490374	0.15327695560253699	0.27912979351032446	0.19647866885943696
median_z	0.38868832731648617	0.33125487139516757	0.352	0.33975084937712347	0.49682875264270615	0.3952802359882006	0.36335493857018475
