	score	direction	p_value	q_value	n_permutations	at_permutation_floor
COG0001	0.6076224510949727	meat	0.14167858321416785	0.3779417267632988	100000	False
COG0002	0.7173762026590067	meat	0.0963590364096359	0.3584302982768329	100000	False
COG0003	0.6135498495980843	meat	0.1730382696173038	0.4008528462444502	100000	False
COG0004	0.400443760855052	dairy	0.44626553734462654	0.6277348168792652	100000	False
COG0005	0.5315355635294972	dairy	0.24917750822491774	0.4595323189254032	100000	False
COG0006	0.3172721077997288	dairy	0.6289837101628983	0.7730340959091311	100000	False
COG0007	0.6516054081352269	meat	0.1054589454105459	0.36066102097461256	100000	False
COG0008	0.7761781548836927	meat	0.039629603703962964	0.35629695237364795	100000	False
COG0009	0.3811447652257186	dairy	0.5031849681503185	0.6739070264589068	100000	False
COG0010	0.7174807622013679	meat	0.07285927140728593	0.35629695237364795	100000	False
COG0011	0.8098891104436637	meat	0.033359666403335965	0.35629695237364795	100000	False
COG0012	0.159557296719649	dairy	0.9108708912910871	0.9470099427065304	100000	False
COG0013	0.724693773363889	meat	0.07391926080739193	0.35629695237364795	100000	False
COG0014	0.7990308750070275	meat	0.035519644803551964	0.35629695237364795	100000	False
COG0015	0.8513508962562008	meat	0.016319836801631984	0.35629695237364795	100000	False
COG0016	0.6903755890542569	meat	0.0905590944090559	0.3574723186719465	100000	False
COG0017	0.2460400702491807	dairy	0.7685323146768532	0.8693439529942594	100000	False
COG0018	0.7002644094837251	meat	0.08512914870851292	0.35629695237364795	100000	False
COG0019	0.4564546185974265	dairy	0.37674623253767464	0.5693572660725721	100000	False
COG0020	0.8121548850598859	meat	0.02000979990200098	0.35629695237364795	100000	False
COG0021	0.6995172929705412	meat	0.11549884501154989	0.3631705325067515	100000	False
COG0022	0.539399247869179	dairy	0.25273747262527374	0.462939818391901	100000	False
COG0024	0.7701511272167129	meat	0.023949760502394977	0.35629695237364795	100000	False
COG0025	0.8918010997812764	meat	0.016939830601693982	0.35629695237364795	100000	False
COG0026	0.740348638972062	meat	0.08341916580834191	0.35629695237364795	100000	False
COG0027	0.7731771730921545	meat	0.06541934580654193	0.35629695237364795	100000	False
COG0028	0.7889534256270548	meat	0.035289647103528964	0.35629695237364795	100000	False
COG0029	0.5914134980122627	meat	0.1891681083189168	0.4133579620982038	100000	False
COG0030	0.8769611497022021	meat	0.014609853901460985	0.35629695237364795	100000	False
COG0031	0.80827589059257	meat	0.018179818201817983	0.35629695237364795	100000	False
COG0033	0.7323572555318819	meat	0.09430905690943091	0.3584302982768329	100000	False
COG0034	0.4252419266997819	dairy	0.43165568344316557	0.6159329191662427	100000	False
COG0035	0.8405165114175338	meat	0.02047979520204798	0.35629695237364795	100000	False
COG0036	0.4505127416862835	dairy	0.3935460645393546	0.5834003583375827	100000	False
COG0037	0.3782162717135711	dairy	0.5215847841521585	0.6900313497835896	100000	False
COG0038	0.6811349020020122	meat	0.12054879451205489	0.3669897438648491	100000	False
COG0039	0.6834869921674469	meat	0.07988920110798892	0.35629695237364795	100000	False
COG0040	0.7400361802237932	meat	0.06715932840671593	0.35629695237364795	100000	False
COG0041	0.902861646185451	meat	0.003929960700392996	0.35629695237364795	100000	False
COG0042	0.7601219478826182	meat	0.04271957280427196	0.35629695237364795	100000	False
COG0043	0.7722804097791542	meat	0.05052949470505295	0.35629695237364795	100000	False
COG0044	0.8466409295193112	meat	0.012719872801271988	0.35629695237364795	100000	False
COG0045	0.7821282212504869	meat	0.05844941550584494	0.35629695237364795	100000	False
COG0046	0.4664941305712082	meat	0.37068629313706863	0.5643456945838121	100000	False
COG0047	0.7372714730743042	meat	0.05821941780582194	0.35629695237364795	100000	False
COG0048	0.6408126806585274	meat	0.12812871871281287	0.37195438176503837	100000	False
COG0049	0.6400769608334722	meat	0.1070589294107059	0.3610584067524179	100000	False
COG0050	0.724172812169786	meat	0.05727942720572794	0.35629695237364795	100000	False
COG0051	0.9395894661812152	meat	0.001809981900180998	0.35629695237364795	100000	False
COG0052	0.7221586621260015	meat	0.0878591214087859	0.35629695237364795	100000	False
COG0053	0.558958990126307	dairy	0.1976780232197678	0.4179036576271944	100000	False
COG0054	0.4398092611439163	dairy	0.4048659513404866	0.5931092929545462	100000	False
COG0055	0.788874900786288	meat	0.024529754702452975	0.35629695237364795	100000	False
COG0056	0.464642590064621	dairy	0.32664673353266466	0.5263242656571637	100000	False
COG0057	0.7984318374766098	meat	0.04480955190448096	0.35629695237364795	100000	False
COG0058	0.4488604128608691	dairy	0.35592644073559265	0.5503354271105074	100000	False
COG0059	0.6624997982210472	meat	0.13829861701382987	0.37596723139056515	100000	False
COG0060	0.3914354355851311	dairy	0.48506514934850653	0.6588082839369358	100000	False
COG0061	0.7405217938329748	meat	0.08128918710812892	0.35629695237364795	100000	False
COG0062	0.4404182692664174	dairy	0.4028059719402806	0.5911592383300707	100000	False
COG0063	0.8946245360162073	meat	0.016879831201687984	0.35629695237364795	100000	False
COG0064	0.7183392394332527	meat	0.08256917430825692	0.35629695237364795	100000	False
COG0065	0.6332114972024414	meat	0.12328876711232888	0.36790555506866424	100000	False
COG0066	0.6722826916612981	meat	0.09286907130928691	0.3584302982768329	100000	False
COG0067	0.6166996003304276	meat	0.14716852831471686	0.3819475152802944	100000	False
COG0068	0.7407033341962277	meat	0.06727932720672793	0.35629695237364795	100000	False
COG0069	0.4930594675077193	dairy	0.3047069529304707	0.5073385659105285	100000	False
COG0070	0.5888544293595465	dairy	0.16735832641673584	0.3960369465749786	100000	False
COG0071	0.5591836504956124	meat	0.21894781052189477	0.43404772539797876	100000	False
COG0072	0.8273203834286976	meat	0.018879811201887982	0.35629695237364795	100000	False
COG0073	0.4521586507662373	dairy	0.35758642413575864	0.5516002139380889	100000	False
COG0074	0.8207520722232279	meat	0.04456955430445696	0.35629695237364795	100000	False
COG0075	0.583023075651865	meat	0.2072979270207298	0.4248472615743101	100000	False
COG0076	0.5071746231417648	dairy	0.3074669253307467	0.5093614537497885	100000	False
COG0077	0.58730293699924	meat	0.2123978760212398	0.4294602353121768	100000	False
COG0078	0.7476408279212564	meat	0.041719582804171956	0.35629695237364795	100000	False
COG0079	0.4988285536503312	dairy	0.28800711992880074	0.49169342224589185	100000	False
COG0080	0.7942740899735905	meat	0.02217977820221798	0.35629695237364795	100000	False
COG0081	0.7111001004581354	meat	0.07794922050779492	0.35629695237364795	100000	False
COG0082	0.8283028756851393	meat	0.02243977560224398	0.35629695237364795	100000	False
COG0083	0.7652086015397241	meat	0.06502934970650294	0.35629695237364795	100000	False
COG0084	0.902220645595832	meat	0.01013989860101399	0.35629695237364795	100000	False
COG0085	0.4202923093537106	dairy	0.4097559024409756	0.5974466945965705	100000	False
COG0086	0.8220858538300602	meat	0.026889731102688972	0.35629695237364795	100000	False
COG0087	0.844325528319673	meat	0.018219817801821983	0.35629695237364795	100000	False
COG0088	0.9311617104671844	meat	0.0026699733002669974	0.35629695237364795	100000	False
COG0089	0.7624622157249448	meat	0.049619503804961954	0.35629695237364795	100000	False
COG0090	0.7091072187403741	meat	0.07316926830731693	0.35629695237364795	100000	False
COG0091	0.7953171933450651	meat	0.04151958480415196	0.35629695237364795	100000	False
COG0092	0.7835438211623462	meat	0.04800951990480095	0.35629695237364795	100000	False
COG0093	0.7284409632148184	meat	0.08338916610833892	0.35629695237364795	100000	False
COG0094	0.6810531859465557	meat	0.1032989670103299	0.35981722514138215	100000	False
COG0095	0.8468153984617512	meat	0.024549754502454977	0.35629695237364795	100000	False
COG0096	0.548811019044256	dairy	0.24862751372486275	0.45901500555772673	100000	False
COG0097	0.7602678734529518	meat	0.04706952930470695	0.35629695237364795	100000	False
COG0098	0.6969849995764765	meat	0.07419925800741993	0.35629695237364795	100000	False
COG0099	0.4682280861615079	meat	0.34867651323486765	0.5436659694186654	100000	False
COG0100	0.70304425885789	meat	0.06919930800691992	0.35629695237364795	100000	False
COG0101	0.6466470865816314	meat	0.11242887571124288	0.3625720601828986	100000	False
COG0102	0.5456814473916878	meat	0.2095679043209568	0.42631913463500026	100000	False
COG0103	0.73678372247788	meat	0.06737932620673794	0.35629695237364795	100000	False
COG0104	0.6454511965496035	meat	0.11217887821121789	0.3625010116812131	100000	False
COG0105	0.3102309350962349	dairy	0.6365136348636513	0.7785807355570968	100000	False
COG0106	0.7971505147080422	meat	0.05030949690503095	0.35629695237364795	100000	False
COG0107	0.8158115081788697	meat	0.022949770502294978	0.35629695237364795	100000	False
COG0108	0.3324851000315118	dairy	0.5884541154588454	0.7431703824876188	100000	False
COG0109	0.7032219855093533	meat	0.1058589414105859	0.36089969232360497	100000	False
COG0110	0.4973312724798552	dairy	0.3108068919310807	0.512353055120373	100000	False
COG0111	0.8718916072610656	meat	0.02091979080209198	0.35629695237364795	100000	False
COG0112	0.630262285714104	meat	0.13906860931390685	0.3766490679548241	100000	False
COG0113	0.4409041108010049	dairy	0.4009659903400966	0.5893153320408125	100000	False
COG0114	0.6424226976154187	meat	0.13441865581344187	0.37444371100033885	100000	False
COG0115	0.5276376509583697	dairy	0.25816741832581674	0.4667620885621098	100000	False
COG0116	0.3481543504742103	dairy	0.5625143748562514	0.7222166279882388	100000	False
COG0117	0.7495431456856818	meat	0.05814941850581494	0.35629695237364795	100000	False
COG0118	0.6394462767101938	meat	0.15437845621543786	0.387196295684102	100000	False
COG0119	0.476154205868817	dairy	0.34950650493495067	0.5444058030846957	100000	False
COG0120	0.9570227420085892	meat	0.0025499745002549976	0.35629695237364795	100000	False
COG0121	0.6723484587870832	meat	0.11968880311196888	0.36648243422464394	100000	False
COG0122	0.4566949675015337	meat	0.3395166048339517	0.5356600898607539	100000	False
COG0123	0.5305757313040447	dairy	0.26787732122678776	0.4754428984515238	100000	False
COG0124	0.7502170457762957	meat	0.03921960780392196	0.35629695237364795	100000	False
COG0125	0.7839453404677114	meat	0.06673933260667393	0.35629695237364795	100000	False
COG0126	0.6566723586180653	meat	0.08825911740882592	0.35629695237364795	100000	False
COG0127	0.6811912831787923	meat	0.1010189898101019	0.35971086315968626	100000	False
COG0128	0.6557682399455358	meat	0.13830861691383087	0.37596723139056515	100000	False
COG0129	0.660974084038613	meat	0.08417915820841791	0.35629695237364795	100000	False
COG0130	0.6771215500813885	meat	0.10961890381096188	0.36109336051701213	100000	False
COG0131	0.8466789479339464	meat	0.01974980250197498	0.35629695237364795	100000	False
COG0132	0.6212903756336293	dairy	0.15947840521594783	0.3909045439693825	100000	False
COG0133	0.4749996091513724	dairy	0.3699163008369916	0.5634252304530518	100000	False
COG0134	0.6834209176314243	meat	0.11876881231187689	0.36632712814750346	100000	False
COG0135	0.4146757913443036	dairy	0.45346546534534654	0.633572083604896	100000	False
COG0136	0.6873244467833116	meat	0.0979990200097999	0.3584302982768329	100000	False
COG0137	0.7168228640577812	meat	0.07563924360756392	0.35629695237364795	100000	False
COG0138	0.538044132797088	dairy	0.25332746672533274	0.4634722600142419	100000	False
COG0139	0.7086272426497887	meat	0.11928880711192888	0.36632712814750346	100000	False
COG0140	0.7995151110120441	meat	0.03632963670363296	0.35629695237364795	100000	False
COG0141	0.7219388810568863	meat	0.10886891131088688	0.36109336051701213	100000	False
COG0142	0.7047242235134329	meat	0.12777872221277786	0.3719164346292286	100000	False
COG0143	0.832353003632152	meat	0.025869741302586974	0.35629695237364795	100000	False
COG0144	0.317313621485715	dairy	0.6195438045619543	0.7665206379824049	100000	False
COG0145	0.700505296194192	meat	0.07020929790702093	0.35629695237364795	100000	False
