	score	direction	p_value	q_value	n_permutations	at_permutation_floor
COG0001	0.6007062348668828	meat	0.5360646393536065	0.9990259899418422	100000	False
COG0002	0.7379507648188158	meat	0.17223827761722382	0.9990259899418422	100000	False
COG0003	0.5453950941257902	meat	0.8025519744802552	0.9990259899418422	100000	False
COG0004	0.5738514756876121	dairy	0.6496735032649673	0.9990259899418422	100000	False
COG0005	0.5336684519389461	dairy	0.8456415435845641	0.9990259899418422	100000	False
COG0006	0.5627027895327614	dairy	0.7051929480705192	0.9990259899418422	100000	False
COG0007	0.6677286957364356	meat	0.2911070889291107	0.9990259899418422	100000	False
COG0008	0.695703995624492	meat	0.25740742592574073	0.9990259899418422	100000	False
COG0009	0.5249747628502026	dairy	0.8847111528884711	0.9990259899418422	100000	False
COG0010	0.5570455536613895	meat	0.7572424275757242	0.9990259899418422	100000	False
COG0011	0.7537153304311885	meat	0.13579864201357986	0.9990259899418422	100000	False
COG0012	0.5910107124438158	dairy	0.5721942780572195	0.9990259899418422	100000	False
COG0013	0.704327748556388	meat	0.23066769332306677	0.9990259899418422	100000	False
COG0014	0.7124557933062432	meat	0.2091179088209118	0.9990259899418422	100000	False
COG0015	0.8092167061741177	meat	0.04703952960470395	0.9990259899418422	100000	False
COG0016	0.680915871946399	meat	0.2854871451285487	0.9990259899418422	100000	False
COG0017	0.5689359664644784	dairy	0.6804731952680473	0.9990259899418422	100000	False
COG0018	0.6496413062729781	meat	0.4036559634403656	0.9990259899418422	100000	False
COG0019	0.5395282343777225	dairy	0.8108418915810842	0.9990259899418422	100000	False
COG0020	0.754328976111527	meat	0.11763882361176388	0.9990259899418422	100000	False
COG0021	0.6316329973635952	meat	0.4923150768492315	0.9990259899418422	100000	False
COG0022	0.5108677574441907	dairy	0.949610503894961	0.9994991952989495	100000	False
COG0024	0.7516395784431905	meat	0.0962090379096209	0.9990259899418422	100000	False
COG0025	0.8153383654694266	meat	0.07101928980710193	0.9990259899418422	100000	False
COG0026	0.6710229836436593	meat	0.35045649543504565	0.9990259899418422	100000	False
COG0027	0.6747227524666031	meat	0.34163658363416366	0.9990259899418422	100000	False
COG0028	0.722274047852441	meat	0.1925880741192588	0.9990259899418422	100000	False
COG0029	0.5528112518968127	meat	0.7736022639773602	0.9990259899418422	100000	False
COG0030	0.7851199659434462	meat	0.1000389996100039	0.9990259899418422	100000	False
COG0031	0.5461589716447399	meat	0.7913520864791352	0.9990259899418422	100000	False
COG0033	0.7798389759324101	meat	0.11751882481175188	0.9990259899418422	100000	False
COG0034	0.5930956444974771	dairy	0.5743642563574364	0.9990259899418422	100000	False
COG0035	0.8154717441240745	meat	0.04994950050499495	0.9990259899418422	100000	False
COG0036	0.5344435705788407	dairy	0.8540614593854061	0.9990259899418422	100000	False
COG0037	0.5029638889449985	dairy	0.9839401605983941	0.9996382273988969	100000	False
COG0038	0.7114182273295355	meat	0.22316776832231677	0.9990259899418422	100000	False
COG0039	0.7217004456372805	meat	0.16611833881661184	0.9990259899418422	100000	False
COG0040	0.6741123784026543	meat	0.3033869661303387	0.9990259899418422	100000	False
COG0041	0.8445790608587339	meat	0.02059979400205998	0.9990259899418422	100000	False
COG0042	0.6647917660087905	meat	0.35466645333546665	0.9990259899418422	100000	False
COG0043	0.6764317956968652	meat	0.33612663873361265	0.9990259899418422	100000	False
COG0044	0.7503315028227734	meat	0.12808871911280886	0.9990259899418422	100000	False
COG0045	0.688931466882335	meat	0.3067369326306737	0.9990259899418422	100000	False
COG0046	0.5402114356284604	meat	0.8236517634823651	0.9990259899418422	100000	False
COG0047	0.7574209394627361	meat	0.11374886251137489	0.9990259899418422	100000	False
COG0048	0.6227991893176379	meat	0.4888051119488805	0.9990259899418422	100000	False
COG0049	0.6022534420060203	meat	0.5164948350516495	0.9990259899418422	100000	False
COG0050	0.6101898360470182	meat	0.5126148738512615	0.9990259899418422	100000	False
COG0051	0.8522223838063595	meat	0.025089749102508975	0.9990259899418422	100000	False
COG0052	0.6932630592779404	meat	0.2531274687253127	0.9990259899418422	100000	False
COG0053	0.5383729615827932	dairy	0.8220517794822052	0.9990259899418422	100000	False
COG0054	0.5098891480817325	dairy	0.9540204597954021	0.9996204780816366	100000	False
COG0055	0.7461482625297051	meat	0.1085489145108549	0.9990259899418422	100000	False
COG0056	0.5503204380462243	dairy	0.7491925080749192	0.9990259899418422	100000	False
COG0057	0.8026096127690269	meat	0.07517924820751792	0.9990259899418422	100000	False
COG0058	0.5817537186713676	dairy	0.6229237707622923	0.9990259899418422	100000	False
COG0059	0.6989176028540746	meat	0.26644733552664474	0.9990259899418422	100000	False
COG0060	0.5208422501548735	dairy	0.8959310406895931	0.9990259899418422	100000	False
COG0061	0.663360154401029	meat	0.36191638083619165	0.9990259899418422	100000	False
COG0062	0.5935963284756225	dairy	0.5698743012569875	0.9990259899418422	100000	False
COG0063	0.7522355929481626	meat	0.17702822971770282	0.9990259899418422	100000	False
COG0064	0.7547762681734846	meat	0.14034859651403486	0.9990259899418422	100000	False
COG0065	0.585398769597694	meat	0.6039039609603905	0.9990259899418422	100000	False
COG0066	0.6399522619623641	meat	0.42548574514254855	0.9990259899418422	100000	False
COG0067	0.6044934403516805	meat	0.5388246117538824	0.9990259899418422	100000	False
COG0068	0.7142296016368863	meat	0.2173278267217328	0.9990259899418422	100000	False
COG0069	0.5087730436339909	dairy	0.960930390696093	0.9996382273988969	100000	False
COG0070	0.5766559892104542	dairy	0.6362036379636203	0.9990259899418422	100000	False
COG0071	0.5754137829986664	meat	0.6662333376666233	0.9990259899418422	100000	False
COG0072	0.717833877839951	meat	0.18025819741802582	0.9990259899418422	100000	False
COG0073	0.5031869049051703	dairy	0.984340156598434	0.9996382273988969	100000	False
COG0074	0.7349112597215414	meat	0.21628783712162877	0.9990259899418422	100000	False
COG0075	0.5818009160588986	meat	0.6292637073629264	0.9990259899418422	100000	False
COG0076	0.5224841157814917	dairy	0.8968510314896851	0.9990259899418422	100000	False
COG0077	0.5703786090516358	meat	0.6886731132688673	0.9990259899418422	100000	False
COG0078	0.6864126740264203	meat	0.2716372836271637	0.9990259899418422	100000	False
COG0079	0.554635074396288	dairy	0.7367226327736722	0.9990259899418422	100000	False
COG0080	0.7164105008702515	meat	0.18595814041859582	0.9990259899418422	100000	False
COG0081	0.6912994438150986	meat	0.25501744982550173	0.9990259899418422	100000	False
COG0082	0.7227887423955003	meat	0.18039819601803983	0.9990259899418422	100000	False
COG0083	0.7952312070094001	meat	0.08217917820821792	0.9990259899418422	100000	False
COG0084	0.6718821455309943	meat	0.3377366226337737	0.9990259899418422	100000	False
COG0085	0.5340198711243471	dairy	0.8431015689843102	0.9990259899418422	100000	False
COG0086	0.7889510368500766	meat	0.08371916280837191	0.9990259899418422	100000	False
COG0087	0.77413190866243	meat	0.07933920660793392	0.9990259899418422	100000	False
COG0088	0.8319476432082921	meat	0.03918960810391896	0.9990259899418422	100000	False
COG0089	0.7148252076834298	meat	0.21334786652133478	0.9990259899418422	100000	False
COG0090	0.6982942891927121	meat	0.2125678743212568	0.9990259899418422	100000	False
COG0091	0.7572102517853436	meat	0.14649853501464985	0.9990259899418422	100000	False
COG0092	0.7795140777377086	meat	0.1052489475105249	0.9990259899418422	100000	False
COG0093	0.7050081782731163	meat	0.23622763772362276	0.9990259899418422	100000	False
COG0094	0.7477306290793934	meat	0.13068869311306888	0.9990259899418422	100000	False
COG0095	0.783631930116439	meat	0.09657903420965791	0.9990259899418422	100000	False
COG0096	0.5653666346753745	dairy	0.7098129018709813	0.9990259899418422	100000	False
COG0097	0.780015207127048	meat	0.08083919160808392	0.9990259899418422	100000	False
COG0098	0.7681496159195235	meat	0.0971990280097199	0.9990259899418422	100000	False
COG0099	0.5430754974120972	meat	0.7919020809791902	0.9990259899418422	100000	False
COG0100	0.5929772180687445	meat	0.5725642743572564	0.9990259899418422	100000	False
COG0101	0.6816676753578503	meat	0.24894751052489475	0.9990259899418422	100000	False
COG0102	0.5471033188036097	meat	0.7785322146778533	0.9990259899418422	100000	False
COG0103	0.7368282279265432	meat	0.16638833611663884	0.9990259899418422	100000	False
COG0104	0.6397613353811525	meat	0.3966760332396676	0.9990259899418422	100000	False
COG0105	0.5994494057923819	dairy	0.5866041339586604	0.9990259899418422	100000	False
COG0106	0.7495273519365359	meat	0.16400835991640084	0.9990259899418422	100000	False
COG0107	0.7693610242576864	meat	0.08775912240877591	0.9990259899418422	100000	False
COG0108	0.6087132028114755	dairy	0.5378046219537804	0.9990259899418422	100000	False
COG0109	0.5980954567379694	meat	0.5916540834591654	0.9990259899418422	100000	False
COG0110	0.5089013114154248	dairy	0.957590424095759	0.9996382273988969	100000	False
COG0111	0.8344566860517446	meat	0.05196948030519695	0.9990259899418422	100000	False
COG0112	0.6464377160433931	meat	0.37496625033749664	0.9990259899418422	100000	False
COG0113	0.5452135764795659	dairy	0.7906420935790642	0.9990259899418422	100000	False
COG0114	0.6589840559659919	meat	0.38020619793802063	0.9990259899418422	100000	False
COG0115	0.5170265092412302	dairy	0.921280787192128	0.9990259899418422	100000	False
COG0116	0.6197166295958707	dairy	0.4646853531464685	0.9990259899418422	100000	False
COG0117	0.6508827681846779	meat	0.37435625643743564	0.9990259899418422	100000	False
COG0118	0.6884545135271934	meat	0.2858371416285837	0.9990259899418422	100000	False
COG0119	0.5393719182549283	dairy	0.8234617653823462	0.9990259899418422	100000	False
COG0120	0.8701683643979811	meat	0.02725972740272597	0.9990259899418422	100000	False
